product_name,product_brand,product_category,product_code,product_series,product_part_number,business,product_identifier
Audible/Visible Notification Appliance,Autocall,"Conventional Notification Appliance, Notification Appliances and Speakers","2975-9145, 4009-0002, 4903-9356, 4903-9357, 4903-9358, 4903-9359, 4903-9360, 4903-9361, 4905-0003, 4905-9927, 4905-9928, 4905-9961, 4905-9998, 4906-9133, 4906-9134, 4906-9135, 4906-9136, A009-9201, A009-9301, A4905-9903, A4905-9914, A4905-9915, A4905-9916, A4905-9922, A4905-9931, A4905-9937, A4905-9938, A4905-9940, A4905-9946, A4905-9947, A4905-9994, A4905-9995, A4905-9996, A4905-9997",Not Specified,Not Specified,Not Specified,Audible/Visible_Notification_Appliance-Aut-_A4905-9997-Nd-naNd
Fiber Optic Modem,Autocall,"Networking, Networks, Workstations,Integration","A100-6072, A100-6073, A100-6074, A100-6075, A100-9840, A100-9841, A100-9842, A190-9018, A190-9021, A190-9022, A190-9023, A190-9024, A190-9025, A190-9026",Not Specified,Not Specified,Not Specified,Fiber_Optic_Modem-Aut-_A190-9026-Nd-naNd
MX Loop Module,Autocall,"Addressable Notification Appliance, Sensors and Initiating Devices","4098-5212, 4098-5215, 4099-5203, 4099-5204, A010-9917, A100-0642, A100-5130, A100-6077, A100-9867, A2098-9808, A4090-5201, A4090-5202, A4090-5203, A4090-5204, A4090-5205, A4090-5206, A4090-5250, A4098-5209, A4098-5210, A4098-5211, A4098-5214, A4098-5251, A4098-5252, A4098-5253, A4098-5254, A4099-5201, A4099-5202, A4906-5201, A4906-5202, A4906-5203, A4906-5205, A4906-5206, A4906-5207",Not Specified,Not Specified,Not Specified,MX_Loop_Module-Aut-_A4906-5207-Nd-naNd
Visible Only Notification Appliance,Autocall,"4009, Notification Appliances and Speakers","A4905-9837, A4905-9847, A4905-9929, A4906-9208, A4906-9211",Not Specified,Not Specified,Not Specified,Visible_Only_Notification_Appliance-Aut-_A4906-9211-Nd-naNd
TrueAlarm QuickConnect2 Photoelectric Sensor,Autocall,"Photoelectric Sensor, Sensors and Initiating Devices","4098-9832, A4098, A4098-9757, A4098-9788",Not Specified,Not Specified,Not Specified,TrueAlarm_QuickConnect2_Photoelectric_Sensor-Aut-_A4098-9788-Nd-naNd
4100ES Annunciator,Autocall,"Annunciator, Graphic Annunciator","4100-1294, 4100-9835, 4100-9843, 4100-9844, 4100-9845, 4190-9803, A100-0620, A100-0632, A100-0633, A100-0634, A100-0635, A100-0636, A100-1244, A100-1252, A100-1253, A100-1254, A100-1255, A100-1271, A100-1272, A100-1273, A100-1276, A100-1277, A100-1278, A100-1279, A100-1280, A100-1281, A100-1282, A100-1283, A100-1284, A100-1285, A100-1286, A100-1287, A100-1288, A100-1289, A100-1290, A100-1292, A100-1293, A100-1296, A100-1300, A100-2300, A100-5125, A100-5127, A100-6038, A100-9610, A100-9611, A100-9816, A4603-9101, Not Specified",Not Specified,Not Specified,Not Specified,4100ES_Annunciator-Aut-_na-Nd-naNd
SmartSync Chime,Autocall,"Conventional Notification Appliance, Notification Appliances and Speakers","2975-9145, A4903, A4904, A4905-9921, A4905-9925",Not Specified,Not Specified,Not Specified,SmartSync_Chime-Aut-_A4905-9925-Nd-naNd
SmartSync Notification Appliance,Autocall,"Conventional Notification Appliance, Notification Appliances and Speakers","2905-9946, 2975-9145, 4901-9838CA, 4901-9839, 4901-9851C, 4901-9852C, 4905-9961, 4906-9137, 4906-9138, A4901, A4901-9839CA, A4905, A4905-9838, A4905-9903, A4905-9914, A4905-9922, A4905-9929, A4905-9931, A4905-9937, A4905-9938, A4905-9940, A4905-9946, A4905-9947, A4905-9994, A4905-9995, A4905-9996, A4905-9996CA, A4905-9997, A4906-9151, A4906-9153, A4906-9154, A49AO, A49AO-APPLW, A49MP-AVVOWR, A49MP-AVVOWW",Not Specified,Not Specified,Not Specified,SmartSync_Notification_Appliance-Aut-_A49MP-AVVOWW-Nd-naNd
SmartSync NAC Adapter,Autocall,"Module, Sensors and Initiating Devices","A4090-9813, A4098-9771, A4901-9820, A4903, A4905-9835, A49CMT",Not Specified,Not Specified,Not Specified,SmartSync_NAC_Adapter-Aut-_A49CMT-Nd-naNd
SmartSync Control Module,Autocall,"Module, Sensors and Initiating Devices","733-894AC, A2081-9027, A2081-9028, A2081-9044, A4081-9008, A4905-9816, A4905-9817, A4905-9818",Not Specified,Not Specified,Not Specified,SmartSync_Control_Module-Aut-_A4905-9818-Nd-naNd
Sounder Base for TrueAlarm Photoelectric and Heat Sensor,Autocall,"Photoelectric Sensor, Sensor Base, Sensors and Initiating Devices","4098-9832, A2098-9808, A4098, A4098-9714, A4098-9733, A4098-9794, A4098-9822",Not Specified,Not Specified,Not Specified,Sounder_Base_for_TrueAlarm_Photoelectric_and_Heat_Sensor-Aut-_A4098-9822-Nd-naNd
Speaker/Visible Notification Appliance with TrueAlert,Autocall,"Addressable Notification Device, Notification Appliances and Speakers",A4905-9929,Not Specified,Not Specified,Not Specified,Speaker/Visible_Notification_Appliance_with_TrueAlert-Aut-A4905-9929-Nd-naNd
Sounder Base,Autocall,"Notification Appliances and Speakers, Sensor Base","4098-9863, A2098-9808, A4098, A4098-9714, A4098-9733, A4098-9754, A4098-9772, A4098-9773",Not Specified,Not Specified,Not Specified,Sounder_Base-Aut-_A4098-9773-Nd-naNd
TrueAlarm CO Sensor Base with 520 Hz Sounder,Autocall,"CO Sensor Base, Notification Appliances and Speakers","4098-9863, A2098-9808, A4098, A4098-9714, A4098-9733, A4098-9747, A4098-9754, A4098-9772, A4098-9773, A4905-9835",Not Specified,Not Specified,Not Specified,TrueAlarm_CO_Sensor_Base_with_520_Hz_Sounder-Aut-_A4905-9835-Nd-naNd
Millenium,YORK,Applied Packaged Rooftop Units,Not Specified,Not Specified,Not Specified,Applied Ducted Systems,Millenium-YOR-na-Nd-naAs
Adapter Plate,Autocall,Accessories,"4901-0015, 4901-9838, 4901-9839, 4901-9851, 4901-9852, A4901, A4901-9839CA, A4905-9996CA",Not Specified,Not Specified,Not Specified,Adapter_Plate-Aut-_A4905-9996CA-Nd-naNd
AMB-1101 VersaPass II Countertop EAS Label Deactivator,Sensormatic,Deactivator / Activator,Not Specified,Not Specified,Not Specified,Not Specified,AMB-1101_VersaPass_II_Countertop_EAS_Label_Deactivator-Sen-na-Nd-naNd
AMB-2011 Value Pad II Countertop EAS Label Deactivator,Sensormatic,Deactivator / Activator,Not Specified,Not Specified,Not Specified,Not Specified,AMB-2011_Value_Pad_II_Countertop_EAS_Label_Deactivator-Sen-na-Nd-naNd
AMC-7010 Metal Foil Detection Kit,Sensormatic,Detector,Not Specified,Not Specified,Not Specified,Not Specified,AMC-7010_Metal_Foil_Detection_Kit-Sen-na-Nd-naNd
AMK-1000/AMK-1010 SuperTag Detacher,Sensormatic,"Detacher, Detection",Not Specified,"AMK-1000, AMK-1010, Not Specified, Powered",Not Specified,Not Specified,AMK-1000/AMK-1010_SuperTag_Detacher-Sen-na-Ad-naNd
AMS 1180/1175 and AMS 1170 Advertising Kit,Sensormatic,Detector,Not Specified,Not Specified,Not Specified,Not Specified,AMS_1180/1175_and_AMS_1170_Advertising_Kit-Sen-na-Nd-naNd
AMS-1170-2C/4C Controller Board Option Kit,Sensormatic,Detector,Not Specified,Not Specified,Not Specified,Not Specified,AMS-1170-2C/4C_Controller_Board_Option_Kit-Sen-na-Nd-naNd
AMS-1180 Alarm Configuration,Sensormatic,Detector,Not Specified,Not Specified,Not Specified,Not Specified,AMS-1180_Alarm_Configuration-Sen-na-Nd-naNd
AMS-1190 Pedestal Alarm Board,Sensormatic,Detector,Not Specified,Not Specified,Not Specified,Not Specified,AMS-1190_Pedestal_Alarm_Board-Sen-na-Nd-naNd
AMS-1190 Pedestal,Sensormatic,Detector,Not Specified,Not Specified,Not Specified,Not Specified,AMS-1190_Pedestal-Sen-na-Nd-naNd
AMS-1190 Stainless Steel Base Cover Kit,Sensormatic,Detector,Not Specified,Not Specified,Not Specified,Not Specified,AMS-1190_Stainless_Steel_Base_Cover_Kit-Sen-na-Nd-naNd
AMS-1180 Stainless Steel Base Cover Kit,Sensormatic,Detector,Not Specified,Not Specified,Not Specified,Not Specified,AMS-1180_Stainless_Steel_Base_Cover_Kit-Sen-na-Nd-naNd
AMS-1175 Stainless Steel Base Cover Kit,Sensormatic,Detector,Not Specified,Not Specified,Not Specified,Not Specified,AMS-1175_Stainless_Steel_Base_Cover_Kit-Sen-na-Nd-naNd
AMS-9060 and AMS-1170 Detection Systems,Sensormatic,Detector,Not Specified,Not Specified,Not Specified,Not Specified,AMS-9060_and_AMS-1170_Detection_Systems-Sen-na-Nd-naNd
AMS-9060 Controller,Sensormatic,Detector,Not Specified,Not Specified,Not Specified,Not Specified,AMS-9060_Controller-Sen-na-Nd-naNd
AMS-9060 Metal Foil Detection Board Kit,Sensormatic,Detector,Not Specified,Not Specified,Not Specified,Not Specified,AMS-9060_Metal_Foil_Detection_Board_Kit-Sen-na-Nd-naNd
AMS-9060 Metal Foil Detection Board,Sensormatic,Detector,Not Specified,Not Specified,Not Specified,Not Specified,AMS-9060_Metal_Foil_Detection_Board-Sen-na-Nd-naNd
AMS-9060 Network Card,Sensormatic,Detector,Not Specified,Not Specified,Not Specified,Not Specified,AMS-9060_Network_Card-Sen-na-Nd-naNd
A49AV Series Audible/Visible Notification Appliance,Autocall,"Addressable LED Notification Appliance, Notification Appliances and Speakers","2975-9145, A4905-9931, A4905-9937, A4905-9938, A4905-9940, A49CMP, A49CMP-MTWR, A49CMP-MTWW, A49CMT, A49CMTV, A49CMTV-APPLW, A49CMTVC-WRALT, A49CMTVC-WRFIRE, A49CMTVC-WRS, A49CMTVC-WWALT, A49CMTVC-WWFIRE, A49CMTVC-WWS",Not Specified,Not Specified,Not Specified,A49AV_Series_Audible/Visible_Notification_Appliance-Aut-_A49CMTVC-WWS-Nd-naNd
Auto-Aligning Reflective Beam Smoke Detectors with IDNet Communications,Autocall,"Beam Detector, Sensors and Initiating Devices","A4098-9019, A4098-9020",Not Specified,Not Specified,Not Specified,Auto-Aligning_Reflective_Beam_Smoke_Detectors_with_IDNet_Communications-Aut-_A4098-9020-Nd-naNd
Releasing Control Sprinkler System,Autocall,"4004R, 4007ES, Fire Alarm Control Unit","4007-9830, 4007-9830CAF, 4010-9830, 4090-9812, A2080, A2080-9056, A2080-9057, A2080-9059, A2080-9060, A2080-9069, A2080-9070, A2080-Series, A2081-9044, A2081-9046, A2975-9227, A4090-9001, A4090-9005, A4090-9006, S4100-0040, S4903-0011",Not Specified,Not Specified,Not Specified,Releasing_Control_Sprinkler_System-Aut-_S4903-0011-Nd-naNd
Cabinet Box,Autocall,Accessories,"252-019, A100-0634, A100-0635, A100-0650, A100-2104, A100-2105, A100-2106, A100-2114, A100-2115, A100-2116, A100-2124, A100-2125, A100-2126, A100-2134, A100-2135, A100-2136, A100-2140, A100-2144, A100-2145, A100-5128, A100-9835, A100-9857, A2081-9272, A2081-9274, A2081-9275, A2081-9276, A2081-9287, A2081-9288, A2081-9296, A2975-9407, A2975-9408, A2975-9409, A2975-9438, A2975-9439, A2975-9440, A2975-9441, A2975-9442, A2975-9443, A2975-9444, A2975-9445, A2975-9446, A2975-9447, A2975-9448, A2975-9449, A2975-9450, A2975-9451, A2975-9452, A2975-9812, A2975-9813",Not Specified,Not Specified,Not Specified,Cabinet_Box-Aut-_A2975-9813-Nd-naNd
Dual Address Base,Autocall,"Multi-Sensor, Sensors and Initiating Devices","4098-9832, A2098-9808, A4098-9754, A4098-9779, A4098-9795, A4098-9796, A4098-9822",Not Specified,Not Specified,Not Specified,Dual_Address_Base-Aut-_A4098-9822-Nd-naNd
TrueAlarm Photoelectric Smoke Detector,Autocall,"Duct Detector, Photoelectric Sensor, Sensors and Initiating Devices","4098-9843, 4098-9854, 4098-9855, 4098-9856, 4098-9857, 4098-9858, A4081-9008, A4098-9601, A4098-9685, A4098-9686, A4098-9688, A4098-9830, A4098-9834, A4098-9835, A4098-9841",Not Specified,Not Specified,Not Specified,TrueAlarm_Photoelectric_Smoke_Detector-Aut-_A4098-9841-Nd-naNd
TrueAlarm Photoelectric Duct Detector,Autocall,"Duct Detector, Photoelectric Sensor, Sensors and Initiating Devices","4098-9854, 4098-9855, 4098-9856, 4098-9857, 4098-9858, A4098-9601, A4098-9687, A4098-9842",Not Specified,Not Specified,Not Specified,TrueAlarm_Photoelectric_Duct_Detector-Aut-_A4098-9842-Nd-naNd
E-Series Heat Detector,Autocall,"Heat Sensor, Multi-Sensor, Sensors and Initiating Devices","4098-9832, A2098-9735, A2098-9737, A2098-9739, A2098-9808, A4098, A4098-9612, A4098-9613, A4098-9614, A4098-9615, A4098-9682, A4098-9683, A4098-9684, A4098-9733, A4098-9733E, A4098-9773, A4098-9780, A4098-9788, A4098-9789, A4098-9791, A4098-9792, A4098-9793, A4098-9794, A4098-9822, A4098-9830, A4098-9860",Not Specified,Not Specified,Not Specified,E-Series_Heat_Detector-Aut-_A4098-9860-Nd-naNd
2-Wire Heat Detector,Autocall,"Heat Sensor, Sensors and Initiating Devices","4098-9832, A2098-9735, A2098-9739, A4098, A4098-9401, A4098-9402, A4098-9403, A4098-9404, A4098-9612, A4098-9613, A4098-9614, A4098-9615, A4098-9682, A4098-9683, A4098-9684, A4098-9788, A4098-9830",Not Specified,Not Specified,Not Specified,2-Wire_Heat_Detector-Aut-_A4098-9830-Nd-naNd
4-Wire Heat Detector,Autocall,"Heat Sensor, Sensors and Initiating Devices","4098-9832, A2098-9735, A2098-9739, A4098, A4098-9612, A4098-9613, A4098-9614, A4098-9615, A4098-9682, A4098-9683, A4098-9684, A4098-9788, A4098-9830",Not Specified,Not Specified,Not Specified,4-Wire_Heat_Detector-Aut-_A4098-9830-Nd-naNd
Ethernet Isolator,Sensormatic,Detector,Not Specified,Not Specified,Not Specified,Not Specified,Ethernet_Isolator-Sen-na-Nd-naNd
VESDA Air Aspiration Detector,Autocall,"4010ES, Sensors and Initiating Devices",A100-6048,Not Specified,Not Specified,Not Specified,VESDA_Air_Aspiration_Detector-Aut-A100-6048-Nd-naNd
IDKM-1000,Sensormatic,Detacher,Not Specified,Not Specified,Not Specified,Not Specified,IDKM-1000-Sen-na-Nd-naNd
IDKM-1010,Sensormatic,Detacher,Not Specified,Not Specified,Not Specified,Not Specified,IDKM-1010-Sen-na-Nd-naNd
Impinj xSpan Overhead RFID Exit Solution,Sensormatic,RFID,Not Specified,Not Specified,Not Specified,Not Specified,Impinj_xSpan_Overhead_RFID_Exit_Solution-Sen-na-Nd-naNd
LS4208 Deactivator Boot,Sensormatic,Deactivator / Activator,Not Specified,Not Specified,Not Specified,Not Specified,LS4208_Deactivator_Boot-Sen-na-Nd-naNd
Metal Foil Detection,Sensormatic,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Metal_Foil_Detection-Sen-na-Nd-naNd
MKD601 Magnetic 5 and 9kG Detacher,Sensormatic,Detacher,Not Specified,Not Specified,Not Specified,Not Specified,MKD601_Magnetic_5_and_9kG_Detacher-Sen-na-Nd-naNd
Local Device Manager LDM Wireless Device Manager BIM1000,Sensormatic,SmartEAS,Not Specified,"Wireless Device Manager BIM, Wireless Module BIX",Not Specified,Not Specified,Local_Device_Manager_LDM_Wireless_Device_Manager_BIM1000-Sen-na-WX-naNd
RG Series,Johnson Controls,"WSHPs and Reversible Chiller, Water Source Heat Pumps",Not Specified,Not Specified,Not Specified,Applied Ducted Systems,RG_Series-Joh-na-Nd-naAs
RH Series,Johnson Controls,"WSHPs and Reversible Chiller, Water Source Heat Pumps",Not Specified,Not Specified,Not Specified,Applied Ducted Systems,RH_Series-Joh-na-Nd-naAs
Satellite Receiver Antennas Million Mount Kit Install Guide,Sensormatic,Detector,Not Specified,Not Specified,Not Specified,Not Specified,Satellite_Receiver_Antennas_Million_Mount_Kit_Install_Guide-Sen-na-Nd-naNd
ScanMax AMB-5110 Pro Antennas,Sensormatic,Deactivator / Activator,Not Specified,Not Specified,Not Specified,Not Specified,ScanMax_AMB-5110_Pro_Antennas-Sen-na-Nd-naNd
ScanMax Pro EAS Label Deactivator Pads,Sensormatic,Deactivator / Activator,Not Specified,Not Specified,Not Specified,Not Specified,ScanMax_Pro_EAS_Label_Deactivator_Pads-Sen-na-Nd-naNd
AMS-1180 Pedestal,Sensormatic,Detector,Not Specified,Not Specified,Not Specified,Not Specified,AMS-1180_Pedestal-Sen-na-Nd-naNd
AMS-1175 Pedestal,Sensormatic,Detector,Not Specified,Not Specified,Not Specified,Not Specified,AMS-1175_Pedestal-Sen-na-Nd-naNd
Sensormatic Synergy Camera,Sensormatic,Detector,Not Specified,Not Specified,Not Specified,Not Specified,Sensormatic_Synergy_Camera-Sen-na-Nd-naNd
Standard Magnetic Detacher Kit for Desk Mount SuperTag Detacher,Sensormatic,Detacher,Not Specified,Not Specified,Not Specified,Not Specified,Standard_Magnetic_Detacher_Kit_for_Desk_Mount_SuperTag_Detacher-Sen-na-Nd-naNd
Standard Magnetic Detacher Kit for Flush Mount SuperTag Detacher,Sensormatic,Detacher,Not Specified,Not Specified,Not Specified,Not Specified,Standard_Magnetic_Detacher_Kit_for_Flush_Mount_SuperTag_Detacher-Sen-na-Nd-naNd
Touch Monitor Indoor and Outdoor Kits,Sensormatic,SmartEAS,Not Specified,Not Specified,Not Specified,Not Specified,Touch_Monitor_Indoor_and_Outdoor_Kits-Sen-na-Nd-naNd
Wireless Device Manager BIM1000 and Wireless Device Module BIX1000,Sensormatic,SmartEAS,Not Specified,Not Specified,Not Specified,Not Specified,Wireless_Device_Manager_BIM1000_and_Wireless_Device_Module_BIX1000-Sen-na-Nd-naNd
Wireless Device Manager BIM1000,Sensormatic,SmartEAS,Not Specified,Not Specified,Not Specified,Not Specified,Wireless_Device_Manager_BIM1000-Sen-na-Nd-naNd
ZBAMB2070 Mobile Handheld Deactivator Motorola MT2070 Handheld Scanner,Sensormatic,Deactivator / Activator,Not Specified,Not Specified,Not Specified,Not Specified,ZBAMB2070_Mobile_Handheld_Deactivator_Motorola_MT2070_Handheld_Scanner-Sen-na-Nd-naNd
ZBAMB5011A EAS Label Deactivator Pad,Sensormatic,Deactivator / Activator,Not Specified,Not Specified,Not Specified,Not Specified,ZBAMB5011A_EAS_Label_Deactivator_Pad-Sen-na-Nd-naNd
ZBAMB5012A EAS Label Deactivation,Sensormatic,Deactivator / Activator,Not Specified,Not Specified,Not Specified,Not Specified,ZBAMB5012A_EAS_Label_Deactivation-Sen-na-Nd-naNd
ZBAMB5182A Horizontal and Vertical EAS Label Deactivator Coils,Sensormatic,Deactivator / Activator,Not Specified,Not Specified,Not Specified,Not Specified,ZBAMB5182A_Horizontal_and_Vertical_EAS_Label_Deactivator_Coils-Sen-na-Nd-naNd
ZBAMB5279A EAS Label Deactivator Coil,Sensormatic,Deactivator / Activator,"AMB-5279, Not Specified","AMB-5279, NCR, Not Specified",Not Specified,Not Specified,ZBAMB5279A_EAS_Label_Deactivator_Coil-Sen-_na-Ad-naNd
Not Specified,PENN Controls,"Defrost,Multi-Purpose Controller, Electromechanical Pressure Control, Electromechanical Temperature Control, Electronic Refrigeration, Electronic Temperature Control, Line‐Voltage Thermostat, PENN Refrigeration Component and Part, Single‐Phase Motor Speed Controller, System 350 Single-Purpose Modular Control System, System 450 Multi-Purpose Modular Control System, Temperature Actuated Gas Regulating Valve, V50 Temperature Actuated Gas Regulating Valve","350, A10DAC, A19, A19CAC, A19CAC-1C, A19CAC-2C, A19DAC-10C, A19DAC-12C, A19DAC-1C, A19DAC-9C, A19DAF, A19DAF-2C, A19E, A19EAF-1C, A19EAF-6C, A19EAF-7C, A19EBA, A19EBA-1C, A19EBB, A19EBB-1C, A19EBC, A19EBC-1C, A19EDB, A19EDB-1C, A19EDB-3C, A19ZBA-1C, A350, A350A, A350B, A350E, A350EA-4C, A350EB-4C, A350P, A350R, A350S, A350SS, A350SS-1C, A350SS-2C, BKT287, BKT287-1R, BKT287-2R, BKT287-3R, BKT287-4R, CLK350-2, Not Specified, P315, P315PR-9200C, P315PR-9200D, P315PR-9200X, P315PR-9200c, P315PR-9202C, P315PR-9203C, P315PR-9203D, P315PR/RM, P352, PLT344, PLT344-1R, R353, R353AA, R353AA-1C, S350, S350C, S350CC, S350CC-1C, S350P, S350PQ-1C, S353, S353AA-1C, T-275-100, T-800-1603, T-800-1604, T-800-1605, T-800-1606, T-800-1610, T19, T19PC, T19PC-1C, T275, T275-100, V50AB, V50AB-12C, V50AB-1C, V50AB-3C, V50AB-5C, V50AB-7C, V50AB-8C, V50AC, V50AC-5C, V50AC-7C, V50AC-8C, V50AD, V50AD-2C, V50AE, V50AE-2C, V50AE-3C, V50BB, V50BB-3C, V50BC-4C, WHA29A, WHA29A-600R, WHA29A-603R, WHA29A-604R, Y63, Y63F22-0, Y63T22-0, Y63T31-0, Y64, Y64T15-0, Y64T21-0, Y64T22-0, Y65, Y65A13-0, Y65A13-0D, Y65A21-0, Y65F13-0, Y65F42-0, Y65G13-0, Y65S13-0, Y65T31-0, Y65T42-0, Y65T42-0D, Y65T54-0, Y66, Y66F12-0, Y66F13-0, Y66T12-0, Y66T13-0, Y69T15-0, Y99","A19, Not Specified, P315, P316, System 350, System 450, T19, V50, Y63, Y64, Y65, Y66, Y69",Not Specified,Not Specified,na-PEN-_Y99-A9-naNd
Not Specified,Verasys,"Field Device, General System Information",Not Specified,Not Specified,Not Specified,Not Specified,na-Ver-na-Nd-naNd
Temporal Code 4 Module,Simplex,Sensors and Initiating Devices,Not Specified,Not Specified,Not Specified,Not Specified,Temporal_Code_4_Module-Sim-na-Nd-naNd
LCD Digital Thermostat,Johnson Controls,Digital Thermostat,Not Specified,Not Specified,24-85784-00186,Building Automation and Controls APAC,LCD_Digital_Thermostat-Joh-na-Nd-24-85784-00186BC
Ultra Max Sheet Label,Sensormatic,EAS Tag/Label,N,Not Specified,Not Specified,Not Specified,Ultra_Max_Sheet_Label-Sen-N-Nd-naNd
A49VO Series Visible Only Notification Appliances,Simplex,Notification Appliances and Speakers,Not Specified,Not Specified,Not Specified,Not Specified,A49VO_Series_Visible_Only_Notification_Appliances-Sim-na-Nd-naNd
4003EC Voice Control Panel,Simplex,Fire Alarm Control Unit,Not Specified,Not Specified,Not Specified,Not Specified,4003EC_Voice_Control_Panel-Sim-na-Nd-naNd
IDNet Communicating Devices Addressable Manual Stations,Autocall,"Addressable Notification Device, Sensors and Initiating Devices","2099-9803, 2099-9804, 2099-9810CA, 2099-9813, 2099-9814, 2099-9819, 2099-9820, 2975-0001, 2975-9022, 2975-9178, 2975-9312C, 4009-9007CA, 4099-9001, 4099-9001CB, 4099-9001CF, 4099-9002, 4099-9003, 4099-9007, 4099-9008, 4099-9009, 4099-9009CA, A4099, A4099-9004, A4099-9004CA, A4099-9004CAB, A4099-9004CAF, A4099-9005, A4099-9005CA, A4099-9006, A4099-9006CA, A4099-9008CA",Not Specified,Not Specified,Not Specified,IDNet_Communicating_Devices_Addressable_Manual_Stations-Aut-_A4099-9008CA-Nd-naNd
