document_title,document_number,document_part_number,document_version,document_revision,document_type,document_created_at,document_last_edition,document_last_publication,document_revised_modified,brand,document_link,maps_link,product_identifier,document_identifier
CYK and OM Chillers Field Replacement of 150 lb and 300 lb Sight Glass Kits (SI0250),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/FBOddoKMurQawUvfDBWvgw,None,b7d0c3049f70803868c5691d3a6a10914742f1b6,77e7c7fe609d0e04be8f747c865658bc0fb4a929
Copeland Compressor Replacement and Piping Modifications (SI0129),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/xl0r3boLjYHrBZy8KIH8Nw,None,e7a769038a66ea63aa7dcab5c40aaed4fa608641,7b76c748e1e7ec73e53e778c90d3e3022607b973
"Chillers with K3, K4, and K7 Compressors High Speed Thrust Bearing Change (SI0241)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/GEKaNVtWHJdmotpyGcA_xA,None,dca352f08e3a60065c9746625e5c688793fff1a5,584d8c1f4f2a828f7dc7b0bf1dc93941c8c953d7
"Chillers with K3, K4, and K7 Compressors High Speed Thrust Bearing Change (SI0241)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/GEKaNVtWHJdmotpyGcA_xA,None,f6e798aa7782edcbed3e16ec7739665ce57aad4a,3b0f5b13839129f0e35a13db48db5f874047eec5
Chillers with 292/351 & 419/503 VSD Drives Trap Filter Resistor Wire Routing (SI0120),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/CApaoZzXnU6RG0uO6kpAHQ,None,6556f369f8dbe3c7ac9f55b0e02f55629e0d0d3b,96c000ecdc0f8128524e3577a7e9e7af624979c4
DX Evaporator Gasket Replacement Procedure Small Tonnage (SI0198),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/AWlkw5Ldy7wO1dlCHFzQdg,None,ea36abd961fd3c39e7c7016d9577e61c7680adec,ae6a99212b55056850508da4288ed4a53b170c47
"Chillers Using Reciprocating, Screw & Scroll Compressors System Clean Up Procedure After Compressor Burnout - (Reciprocating/Screw/Scroll Compressors) (SI0095)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/SHD01tzOaO~qpmDyY1CKVw,None,741b1be63bfaa8557e3bde56e468305a391d3eab,59278f5def54be42f9044000d85e2a5691610c53
Chillers Shaft Alignment (SI0056),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/qgBwqYeRh4U77xJvMZMAQw,None,5f116297f1251a698002eafee146bb86e884e047,837a3aa5fc6d33df1b5779871b99e7376ad7fb3f
Chiller Control Panels with 2550 or 3478 Microboards (SI0318),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/xk86dU9NZk1btxQrzonKTA,None,75b54663e6f2f0d91bf3c918bf13ea32575c615f,ff654dd49a8d89e13bbfb3f2a88295e18353d3f9
Changes in Coolant Procedures and Maintenance for Style “None” and Style “A” Liquid Cooled Solid State Starter (LCSSS) (SI0005),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,Johnson Controls,/viewer/document/bUoNQfYIYow0B5HZugeXxg,None,7af705bdb04818806d4d7ed1ef7d899fb196b052,c1a7b41194d1d388fafdf489daebf46b4268e1f6
Centrifugal Chillers Evaporator Refrigerant Temperature Sensor (SI0279),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/vFjBP4AiTIbjx9gBM0xqkw,None,1b2d58c71723a6463b957e73301d91dcf67293ea,b6bd9f6c2dbb7ce8930bd394be6b5a32f4cf2daa
"Bitzer Compressor Noise Troubleshooting, Repair and Replacement Details (SI0332)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/k8lohN6BoMR3N1R6x1UpUg,None,5d27da2b74b0dca6039bb350298eb60afaedfe27,6afb7daac5854550dc7864943de248def9e465cd
BIC-2300 Overhead Stereo Traffic Sensor Setup Guide,8200-2689-08,8200-2689-08,Not Specified,G,Configuration Guide,2020-03-03,2020-03-03,2020-03-03,2020-03-03,Sensormatic,/viewer/document/b~jAJHSHUzBkySzZ~IWvYg,None,e30328f6c1650aa01023ba00cf8e7467128c1bbd,9ef0d4580dbc4d7067528bf91564ed64e23e1867
AMC-1060 Outdoor Digital Remote Alarm Installation Guide,8200-0505-02,8200-0505-02,Not Specified,D,Installation Guide,2020-03-03,2020-03-03,2020-03-03,2020-03-03,Sensormatic,/viewer/document/6bJ9kl9OgnN1ujBKhUogww,None,a0df0e36e7edee4d94c990cb724b2f5dba7fc0af,08a37fe37626a2ccca680ff62e7d59f9edc719d8
"Chillers Using Reciprocating, Screw & Scroll Compressors System Clean Up Procedure After Compressor Burnout - (Reciprocating/Screw/Scroll Compressors) (SI0095)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/SHD01tzOaO~qpmDyY1CKVw,None,f8e597736c7851a892aca9fd9b9556c334e2dfbe,fc82a651f69747995f2da3375d42ea6ade478603
"YCAJ/Z, YCUJ/Z, YCWJ/Z, YCRJ/Z & YCAS Style D Chillers Phase Out of ABB ""EH"" Style Contactors (SI0108)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/DysCCUQcPzZDdV9Vwc7ZQw,None,8eaade0c7132e06ab5d852ea18e61bd2d9c890f1,0d928677ae66be13570ecef48967a85f9750c2d3
Gate Driver Test Mode Service Information Letter (SI0298),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/dSMXS8tG3XL7OYOIrgPvjg,None,d6d2598522409d528f951f39a6edab93d87eb793,aaf50911eb8a2d8194e9ccd380d011727b8ba208
"HT, OT & YT Chillers - Discontinuation of PressurePak Enhancement Product (SI0195)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,Johnson Controls,/viewer/document/k~N_wZPR6wlg7ABpW8O~Ww,None,76b26d91b29395a67febd4249468adbf2e538b95,7b4db50cebcdd869cde60a8768122f707edd18b4
OM Titan Water Chilling Systems Commissioning and Operation of Oil Recovery System (SI0075),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/UfUeiNwd7kyRyf2cylI_RQ,None,e1a25bf8251ad6472e14009b1975961ba26e4d26,2db392a91ef10e5d4affb52ce96f4f33eba4d8aa
OM Titan Chillers Refrigerate Charging in OM Titan (SI0055),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/JfMwMINciCelMxy86M6fsg,None,52452635dc0a3cd88923cd45f135f6d1595320c0,9999ebdbb955cd095927704e1c9cd5061641ef8f
OM Titan Chillers Purging Inert Gases / Noncondensables (SI0057),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/G5mFpAnEwMwzj13nJuVNIw,None,ec66736b6d3fc7cb007fb452c55458ffd11b9772,6fbfadb1b078c64b298c7b65168af8a262711338
OM Kinetrol Pneumatic Actuator with Integrated AP Pneumatic Positioner (SI0259),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/04rnwU81Q9pHC8LQREp6QA,None,3843abf1ba2f9cb43d47bd3957c3cd3b3a3455ec,3fd12fd82cd6f28b6ad40d5488d65d93fb8fd571
OM Compressors Tilting Pad Thrust Bearing Change Used With 38” Multistage Compressor (SI0268),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/CKsHFdtk~BKf2cTNsEX_yA,None,b68b8dfbfb03599e3d811b3a2729c577efb8dfb1,0b99ed8388165d304b2af50b3a43e88051c24531
OM & YST Dresser-Rand Warranty Procedures (SI0185),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/aLZY1fxYk1IHh~E58~YvaA,None,bf7192c57601c900f4a3149c42f086d01c34a714,945579aab28176249d96f5e6ec1aa542654a2a87
OM & YST Dresser-Rand Warranty Procedures (SI0185),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/aLZY1fxYk1IHh~E58~YvaA,None,52ad72619621451fe5ced9bf9ae75440343b8291,53d2522ce58de1529704027cbe5bdba0fec84873
HFC 410A Refrigerant Charging Service Information Letter SI0258,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,Johnson Controls,/viewer/document/CChPTacgKO3Gp87q3BmAEg,None,5920503b7d23e789b0830f637f37c539803883bf,1fd68b0ae951c1295e1030dc2c6bb6f453912ab2
"OM & YST Chillers - Turbine Warranty (Locations outside US, Canada & Mexico) (SI0189)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/G9dWlEJISub6mcpcQpp8Pg,None,bf7192c57601c900f4a3149c42f086d01c34a714,9c2e954297504249db0f6ab77718bb413c1ac360
Megger Testing 3-Phase Motors (SI0046),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/tzwYf2ZMW4ilFOikzCbjMA,None,db54090fcc060497f44c232529b6465f7703b08e,d941100f9ffd39a9a89da60fe6b29fe8f102f0ee
Large Tonnage Chillers (excluding Absorption) Leak Checking Heat Exchanger Bundles (SI0203),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/RTOgqOyJhBn55gCouwkVyA,None,aedfc180df7a7ed000b03b150998878c27b50aa0,272d95b78063d3a037755436e1c84f69f8c80a41
KVS Stepper Valve Replacement Service Information (SI0275),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/RUXgy6KlkVqLUIeRC6HuhQ,None,38de8ec2fd48796ef241c388019072223db2857e,bc0a67040d249cab389d1907e5127752a860da14
"HT/OT & YT Chillers W/Air-Cooled SSS Mod ""A"", ""B"" & ""C"" (All Mod Levels) (SI0081)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,Johnson Controls,/viewer/document/mVJ4XJMuYu~E2eVT4YFRiQ,None,e91e90671bd0a2ebf3577038d3996d13fe9406b9,fa34f2d112f2197f0ac8da84cb102a2f32fb160f
"HT/OT & YT Chillers W/Air-Cooled SSS Mod ""A"", ""B"" & ""C"" (All Mod Levels) (SI0081)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,Johnson Controls,/viewer/document/mVJ4XJMuYu~E2eVT4YFRiQ,None,b46cc69026f4adeb38f8f283bb21a638d3504ce1,778b43f86f9545370b5d5eac560bec196cb6965d
"HT/OT & YT Chillers W/Air-Cooled SSS Mod ""A"", ""B"" & ""C"" (All Mod Levels) (SI0081)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,Johnson Controls,/viewer/document/mVJ4XJMuYu~E2eVT4YFRiQ,None,76b26d91b29395a67febd4249468adbf2e538b95,f4e434ed8f50f1706f409f3a1d4993b5557d3b72
"HT, OT & YT Chillers - Discontinuation of PressurePak Enhancement Product (SI0195)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,Johnson Controls,/viewer/document/k~N_wZPR6wlg7ABpW8O~Ww,None,468f94fab1c01759255d65379b128d0a417b5dee,7f36ec9870b57bac1119b675947590396a496e6a
"OM & YST Chillers - Turbine Warranty (Locations outside US, Canada & Mexico) (SI0189)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/G9dWlEJISub6mcpcQpp8Pg,None,52ad72619621451fe5ced9bf9ae75440343b8291,d31b2985626979e16f13e9f0cf34bb2845c49770
"YCAJ/Z, YCUJ/Z, YCWJ/Z, YCRJ/Z & YCAS Style D Chillers Phase Out of ABB ""EH"" Style Contactors (SI0108)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/DysCCUQcPzZDdV9Vwc7ZQw,None,1a550a2a3b225578d91d0add91d2eb93817461ae,62b21ae3f005be59a65f23563a9e56b6b8abec1d
Screw and Scroll Chillers Data Logging Service Information Letter (SI0382),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/P3a3BSM1rfsoa8cWZBOpbw,None,b64383621fc59fa04004831d16c0247679c896c2,a6eebdd3d2b348a954c775b9171cde9e5199e3f9
YCAL & YCUL Style A Chillers Piping Replacement (SI0018),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/zwnQ08YoJJ6NJRQu8KHxuQ,None,4ca794bd103d126a32c7df4cd0c68a5de22efee4,8a088c984d8032a7708085be71c4795eafb9f11c
YIA Chromated Solution Availability Service Information Letter (SI0133),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/GZlXEot3OpMwYe8KfTixnQ,None,b1d4ab5292166a0063f0d71ba1ca8bd230dc4b37,b33107723b420be154f9bf2af6b8547d77d07d39
YIA Checking Single Stage Solenoid Valves for Leakage Service Information Letter (SI0042),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/mwy00ectQdtex5pVWqEFeg,None,b1d4ab5292166a0063f0d71ba1ca8bd230dc4b37,537b1d38e2d3466b2884f1f786b416b08e8f8150
YIA Absorption Chillers Uint Nomenclature (SI0134),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/aF0HRCRm9czNzpoVLFPuYg,None,b1d4ab5292166a0063f0d71ba1ca8bd230dc4b37,196499d815000b87aa5b48a9e4d2d81c07867a0f
YIA Absorption Chillers Adjusting and Calibrating (SI0100),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/GeS5Fsf10ySHWq~hpemfXQ,None,b1d4ab5292166a0063f0d71ba1ca8bd230dc4b37,73a16934125747019888a500e6f1513befcab365
YIA Absorption Chiller Special Start-Up Instructions for Mix-Match Units (SI0267),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/lBEWpVyd4yKhLHTuR2MwXg,None,b1d4ab5292166a0063f0d71ba1ca8bd230dc4b37,1128e3d943334375eff10f63a4cf9d1163dad2c6
YIA & YPC Absorption Chillers Troubleshooting Leak / Solution Chemistry Related Problems (Si0044),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/i351GIagyDhlIejZFmIwxQ,None,b1d4ab5292166a0063f0d71ba1ca8bd230dc4b37,971ec5eb2ed0dc606406b9fc1853219e3f0ce99b
YIA & YPC Absorption Chillers Sevice Leak Detection Procedure (SI0045),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/CdRcAtiv~7D_gO0qrbfC5g,None,b1d4ab5292166a0063f0d71ba1ca8bd230dc4b37,5e977bfd2340c1357224c8b27132183657e93abd
"YIA Mod D Absorption Units, Software Update for YIA Mod D OptiView Service Information (SI0260)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/gc_CloDKH6fqvz00PuIoFg,None,b1d4ab5292166a0063f0d71ba1ca8bd230dc4b37,180ecc7b66e79aed35b497a10b47bbd24f3fbbb4
YIA / YPC Torque Requirements & Procedure for Sealing Shell & Water Side Gaskets Service Information Letter (SI0205),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/6Nv7hJ1J4oGa79sMuip~0Q,None,b1d4ab5292166a0063f0d71ba1ca8bd230dc4b37,8a6f444b01f5683debe2bdeaffc7109929a82e99
YIA / YPC Changes in Rapture Disks on Absorption Units Service Information Letter(SI0035),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/yCD1rJSBjJVgHXBug7oWYQ,None,b1d4ab5292166a0063f0d71ba1ca8bd230dc4b37,45c6610bbe7fe374472ea04eeb528f57bc308402
YHAU Lithium Bromide Charging All YHAU Shipments to North America (SI0408),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/N_G~kgk_Pdi_LIcO1nvkYQ,None,c1cb840a9ddd090a027438ee0c46c8d8483cd016,2944f7ba44ee3d763a72c39ee72222f6971c3133
"YD, YK, YR & YT Chillers Refrigerant Level Sensor Calibration Procedure (SI0076)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/RaCdHeh5_EDv3_0dVv4d9w,None,935477948ce3ad3636655beadece241925aae5f8,209c8010ca146e5ac827f0f209c1b31d8b11c227
YD Stall Transducers Service Information Letter (SI0403),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/5Ob~LeOggHqToBIhvj9UQg,None,eb0b23e50377c0b48ff40df5e3055b8c2012deee,f1f42ebd2c19036222a9a944aa334de083c46557
YD Software Enhancements Effective April 2003 (SI0065),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/Tw4nNOHEN656QQQEy1C2Ew,None,0eeecd07cdffe03a35058b45b54423e0c2521f8b,d4aacae0908cf3e8da3237401ab7831b93946df0
YD Chillers w/Oil Reservoir Heater (SI0149),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/cCSXIYhxXQsSx9wv0sRdTA,None,d7837b7017eb1df66488edc30daffca89937bd8e,95bd2f2a1d2269c5e91b4f0567ac6cdb106a2ba5
YD Chillers Using OptiView Control Centers (SI0132),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/~DcNz_u99E2vPAjqYTjRVw,None,66c82501245c6163a8e6bd6e13ce3cd44b24f4da,fe73f50f1e4f05c8e297c384bfc631b432bce0bf
YIA / YPC Lithium Bromide Sample Testing Service Information Letter (SI0200),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/Rp2U1yHcBQF3kU86fBbjhA,None,b1d4ab5292166a0063f0d71ba1ca8bd230dc4b37,63b9d0ff4100b4a01e9b1908388e542a5f7f2189
YD Chillers Software Enhancements Effective Nov 2007 (SI0176),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/go4AVPCT3pYiUme52Qoj8w,None,99765328137b1000c97ea83e44b03d655e49c492,a0f0afa1dc61107d7211a1a92c3ffaa1cc604fe9
YIA Single Stage Absorption Units Strong Solution Overflow into Automatic De-crystallization (ADC) System J Tube (SI0307),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/t5DpDjUqUWUCh_ORN1~EhQ,None,b1d4ab5292166a0063f0d71ba1ca8bd230dc4b37,9e50548191d1daafa36cb9f069276a828726a6e0
YK / YT VSD Retrofit (SI0026),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/kOgFcBrOJO0ryNwgMtdKHA,None,e9c6046d4a0a925f843208f5f416b3398d3f3376,ecefd6e74131c49c0ba2c34026a7c1aff0b09e93
YK Microboard 031-02430-001 (SI0155),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/facuk~tZpJOaapYyRInNhA,None,8ecdb62122c00615d29c3f2ac3d0fbd360d69a5a,5609dbf96cd38993a89099096984b42c3d27bf79
"YK High Speed Forward Thrust (029-20896-002, 029-20900-002) and Journal Bearing (064-48207-000, 064-48208-000) Design Change Service Information (SI0243)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/6tWOZ6OX_n4wWBZ9adnbeA,None,bf41da49e5ab4c76189ad8a2e306767b3364d74f,f6644617d6f2efe06e68b087bc85cd61736be622
YK Chillers SC-EQ Firmware 3.1.0.10 Service Information Letter (SI0381),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/JKWoaW8AAJ9gIpiBk0vi8A,None,7f7cc463a426f82349e9bf843a5581314b44a965,72c2b311242fcb839f55650056fbfadc10591bfc
YK Chillers Improper Calculation of the 105% Overload Timer (SI0188),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/GTZhUhsDkssUoOTkFLo6bQ,None,eb6f6bb046c6d9064905e96211477418edc262ea,17e76d317c6f2a7f58c9b295276e0505dcd63c92
YK Chillers - Error in Displaying Input Filter Power for VSD w/Harmonic Filter (SI0190),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/iDhA8yigdvy~BG5zJ82Taw,None,1ecfd319052046facd2f77c1a3ce0e53c533339e,768437a8903feb77669b5faf93cf62e60a7e7431
YK Chiller with OptiView Control Panel Software Enhancement Effective May 2013 (SI0271),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/tVD6AZ_DJoSola3S4Q6xTg,None,4aeeb43af04ef6b212e9556a39ee658d93ceb185,83dc24ee2c2221a26246812cbe5059f29f3a7602
YK Chiller Two Piece Promixity Probe (SI0142),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2020-03-03,2020-03-03,2020-03-03,2020-03-03,YORK,/viewer/document/iPmE5IsUgYJXA4Jr2N2JOg,None,5b1ea1f35f6dd529054a52ad41879e0e3f3666e3,d7614558b8f666b366c1ebe6bd378fd5e572f4fd
