title,created_at,breadcrumb,link,Document Number,Part Number,Version,Category,Product,Business,Series,Document Type,Product code,Document Revision,Brand,maps_link,meta_baseId,meta_clusterId,meta_editorialType,meta_khubVersion,meta_lang,meta_lastEdition,meta_lastPublication,meta_maps_link,meta_openMode,meta_originId,meta_title,meta_mapsId,meta_doctype_prod,meta_dita:ditavalPath,meta_dita:mapPath,meta_docnumber,meta_vrm_version,meta_audience_type,meta_doctype,meta_created_date,meta_dita:id,meta_business,meta_business_ductedsystems,meta_prodname_visonic,meta_category_ductedsystems,meta_category,meta_brand,meta_version,meta_category_bas,meta_permissions,meta_prodname,meta_revised_modified,meta_category_visonic
Modifying integration parameters,2020-03-03,Network Engine Commissioning for Modbus Vendor Integration Application Note> Detailed procedures> Modifying integration parameters,/reader/LtA52bZK96qUdjzuSrc3RQ/5KwmoLQsUChlAu8Poo6Qng,LIT-12013150,Not Specified,"10.1, 9.0.7",System Integration,Modbus Vendor Integration,Building Automation and Controls,Not Specified,Application Note,Not Specified,Not Specified,Metasys,https://johnsoncontrols.fluidtopics.net/api/khub/maps/LtA52bZK96qUdjzuSrc3RQ,fik1558435506082.ditamap,fik1558435506082.ditamap,BOOK,3.7.13,en-US,2020-03-03,2020-03-03T09:44:00.350686,https://johnsoncontrols.fluidtopics.net/api/khub/maps/LtA52bZK96qUdjzuSrc3RQ,FLUIDTOPICS,55e924011676a0232a5885872370f4c2.map,Network Engine Commissioning for Modbus Vendor Integration Application Note,LtA52bZK96qUdjzuSrc3RQ,Application Note,ft:empty,fik1558435506082.ditamap,LIT-12013150,"10.1, 9.0.7",,Application Note,2020-02-28,fik1558435506082,Building Automation and Controls,Building Automation and Controls,Modbus Vendor Integration,System Integration,System Integration,Metasys,"10.1, 9.0.7",System Integration,,Modbus Vendor Integration,2020-03-03,System Integration
Upgrading an NIE59 at Release 9.0 with integrations at Release 10.1,2020-03-03,Network Engine Commissioning for Modbus Vendor Integration Application Note> Detailed procedures> Upgrading an NIE59 at Release 9.0 with integrations at Release 10.1,/reader/LtA52bZK96qUdjzuSrc3RQ/tznNJGjhkZ74p~uAWFQ1qA,LIT-12013150,Not Specified,"10.1, 9.0.7",System Integration,Modbus Vendor Integration,Building Automation and Controls,Not Specified,Application Note,Not Specified,Not Specified,Metasys,https://johnsoncontrols.fluidtopics.net/api/khub/maps/LtA52bZK96qUdjzuSrc3RQ,fik1558435506082.ditamap,fik1558435506082.ditamap,BOOK,3.7.13,en-US,2020-03-03,2020-03-03T09:44:00.350686,https://johnsoncontrols.fluidtopics.net/api/khub/maps/LtA52bZK96qUdjzuSrc3RQ,FLUIDTOPICS,55e924011676a0232a5885872370f4c2.map,Network Engine Commissioning for Modbus Vendor Integration Application Note,LtA52bZK96qUdjzuSrc3RQ,Application Note,ft:empty,fik1558435506082.ditamap,LIT-12013150,"10.1, 9.0.7",,Application Note,2020-02-28,fik1558435506082,Building Automation and Controls,Building Automation and Controls,Modbus Vendor Integration,System Integration,System Integration,Metasys,"10.1, 9.0.7",System Integration,,Modbus Vendor Integration,2020-03-03,System Integration
"Upgrading an NIE29, NIE39, or NIE49 with integrations to Release 9.0.7",2020-03-03,"Network Engine Commissioning for Modbus Vendor Integration Application Note> Detailed procedures> Upgrading an NIE29, NIE39, or NIE49 with integrations to Release 9.0.7",/reader/LtA52bZK96qUdjzuSrc3RQ/gAYW1bH8YWptSaojDRDpUw,LIT-12013150,Not Specified,"10.1, 9.0.7",System Integration,Modbus Vendor Integration,Building Automation and Controls,Not Specified,Application Note,Not Specified,Not Specified,Metasys,https://johnsoncontrols.fluidtopics.net/api/khub/maps/LtA52bZK96qUdjzuSrc3RQ,fik1558435506082.ditamap,fik1558435506082.ditamap,BOOK,3.7.13,en-US,2020-03-03,2020-03-03T09:44:00.350686,https://johnsoncontrols.fluidtopics.net/api/khub/maps/LtA52bZK96qUdjzuSrc3RQ,FLUIDTOPICS,55e924011676a0232a5885872370f4c2.map,Network Engine Commissioning for Modbus Vendor Integration Application Note,LtA52bZK96qUdjzuSrc3RQ,Application Note,ft:empty,fik1558435506082.ditamap,LIT-12013150,"10.1, 9.0.7",,Application Note,2020-02-28,fik1558435506082,Building Automation and Controls,Building Automation and Controls,Modbus Vendor Integration,System Integration,System Integration,Metasys,"10.1, 9.0.7",System Integration,,Modbus Vendor Integration,2020-03-03,System Integration
Inserting a VND integration,2020-03-03,Network Engine Commissioning for Modbus Vendor Integration Application Note> Detailed procedures> Inserting a VND integration,/reader/LtA52bZK96qUdjzuSrc3RQ/YyZGNCeDDcm2Ah6yh3kTdQ,LIT-12013150,Not Specified,"10.1, 9.0.7",System Integration,Modbus Vendor Integration,Building Automation and Controls,Not Specified,Application Note,Not Specified,Not Specified,Metasys,https://johnsoncontrols.fluidtopics.net/api/khub/maps/LtA52bZK96qUdjzuSrc3RQ,fik1558435506082.ditamap,fik1558435506082.ditamap,BOOK,3.7.13,en-US,2020-03-03,2020-03-03T09:44:00.350686,https://johnsoncontrols.fluidtopics.net/api/khub/maps/LtA52bZK96qUdjzuSrc3RQ,FLUIDTOPICS,55e924011676a0232a5885872370f4c2.map,Network Engine Commissioning for Modbus Vendor Integration Application Note,LtA52bZK96qUdjzuSrc3RQ,Application Note,ft:empty,fik1558435506082.ditamap,LIT-12013150,"10.1, 9.0.7",,Application Note,2020-02-28,fik1558435506082,Building Automation and Controls,Building Automation and Controls,Modbus Vendor Integration,System Integration,System Integration,Metasys,"10.1, 9.0.7",System Integration,,Modbus Vendor Integration,2020-03-03,System Integration
Detailed procedures,2020-03-03,Network Engine Commissioning for Modbus Vendor Integration Application Note> Detailed procedures,/reader/LtA52bZK96qUdjzuSrc3RQ/6JCIJMO4YVwe9Dj6GZjRPw,LIT-12013150,Not Specified,"10.1, 9.0.7",System Integration,Modbus Vendor Integration,Building Automation and Controls,Not Specified,Application Note,Not Specified,Not Specified,Metasys,https://johnsoncontrols.fluidtopics.net/api/khub/maps/LtA52bZK96qUdjzuSrc3RQ,fik1558435506082.ditamap,fik1558435506082.ditamap,BOOK,3.7.13,en-US,2020-03-03,2020-03-03T09:44:00.350686,https://johnsoncontrols.fluidtopics.net/api/khub/maps/LtA52bZK96qUdjzuSrc3RQ,FLUIDTOPICS,55e924011676a0232a5885872370f4c2.map,Network Engine Commissioning for Modbus Vendor Integration Application Note,LtA52bZK96qUdjzuSrc3RQ,Application Note,ft:empty,fik1558435506082.ditamap,LIT-12013150,"10.1, 9.0.7",,Application Note,2020-02-28,fik1558435506082,Building Automation and Controls,Building Automation and Controls,Modbus Vendor Integration,System Integration,System Integration,Metasys,"10.1, 9.0.7",System Integration,,Modbus Vendor Integration,2020-03-03,System Integration
Requirements,2020-03-03,Network Engine Commissioning for Modbus Vendor Integration Application Note> Commissioning procedure> Requirements,/reader/LtA52bZK96qUdjzuSrc3RQ/RjaXi6rG2KozzHY0mpjF3g,LIT-12013150,Not Specified,"10.1, 9.0.7",System Integration,Modbus Vendor Integration,Building Automation and Controls,Not Specified,Application Note,Not Specified,Not Specified,Metasys,https://johnsoncontrols.fluidtopics.net/api/khub/maps/LtA52bZK96qUdjzuSrc3RQ,fik1558435506082.ditamap,fik1558435506082.ditamap,BOOK,3.7.13,en-US,2020-03-03,2020-03-03T09:44:00.350686,https://johnsoncontrols.fluidtopics.net/api/khub/maps/LtA52bZK96qUdjzuSrc3RQ,FLUIDTOPICS,55e924011676a0232a5885872370f4c2.map,Network Engine Commissioning for Modbus Vendor Integration Application Note,LtA52bZK96qUdjzuSrc3RQ,Application Note,ft:empty,fik1558435506082.ditamap,LIT-12013150,"10.1, 9.0.7",,Application Note,2020-02-28,fik1558435506082,Building Automation and Controls,Building Automation and Controls,Modbus Vendor Integration,System Integration,System Integration,Metasys,"10.1, 9.0.7",System Integration,,Modbus Vendor Integration,2020-03-03,System Integration
Commissioning procedure,2020-03-03,Network Engine Commissioning for Modbus Vendor Integration Application Note> Commissioning procedure,/reader/LtA52bZK96qUdjzuSrc3RQ/Sj2kSAcJf8m7xM~yZXc6uw,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,https://johnsoncontrols.fluidtopics.net/api/khub/maps/LtA52bZK96qUdjzuSrc3RQ,fik1558435506082.ditamap,fik1558435506082.ditamap,BOOK,3.7.13,en-US,2020-03-03,2020-03-03T09:44:00.350686,https://johnsoncontrols.fluidtopics.net/api/khub/maps/LtA52bZK96qUdjzuSrc3RQ,FLUIDTOPICS,55e924011676a0232a5885872370f4c2.map,Network Engine Commissioning for Modbus Vendor Integration Application Note,LtA52bZK96qUdjzuSrc3RQ,Application Note,ft:empty,fik1558435506082.ditamap,LIT-12013150,"10.1, 9.0.7",,Application Note,2020-02-28,fik1558435506082,Building Automation and Controls,Building Automation and Controls,Modbus Vendor Integration,System Integration,System Integration,Metasys,"10.1, 9.0.7",System Integration,,Modbus Vendor Integration,2020-03-03,System Integration
Modbus integration examples,2020-03-03,Network Engine Commissioning for Modbus Vendor Integration Application Note> Overview> Modbus integration examples,/reader/LtA52bZK96qUdjzuSrc3RQ/vmoF1PZttv8rFxLp7dq6CQ,LIT-12013150,Not Specified,"10.1, 9.0.7",System Integration,Modbus Vendor Integration,Building Automation and Controls,Not Specified,Application Note,Not Specified,Not Specified,Metasys,https://johnsoncontrols.fluidtopics.net/api/khub/maps/LtA52bZK96qUdjzuSrc3RQ,fik1558435506082.ditamap,fik1558435506082.ditamap,BOOK,3.7.13,en-US,2020-03-03,2020-03-03T09:44:00.350686,https://johnsoncontrols.fluidtopics.net/api/khub/maps/LtA52bZK96qUdjzuSrc3RQ,FLUIDTOPICS,55e924011676a0232a5885872370f4c2.map,Network Engine Commissioning for Modbus Vendor Integration Application Note,LtA52bZK96qUdjzuSrc3RQ,Application Note,ft:empty,fik1558435506082.ditamap,LIT-12013150,"10.1, 9.0.7",,Application Note,2020-02-28,fik1558435506082,Building Automation and Controls,Building Automation and Controls,Modbus Vendor Integration,System Integration,System Integration,Metasys,"10.1, 9.0.7",System Integration,,Modbus Vendor Integration,2020-03-03,System Integration
Overview,2020-03-03,Network Engine Commissioning for Modbus Vendor Integration Application Note> Overview> Overview,/reader/LtA52bZK96qUdjzuSrc3RQ/oHDtmI1dQd5trh4i8svmJA,LIT-12013150,Not Specified,"10.1, 9.0.7",System Integration,Modbus Vendor Integration,Building Automation and Controls,Not Specified,Application Note,Not Specified,Not Specified,Metasys,https://johnsoncontrols.fluidtopics.net/api/khub/maps/LtA52bZK96qUdjzuSrc3RQ,fik1558435506082.ditamap,fik1558435506082.ditamap,BOOK,3.7.13,en-US,2020-03-03,2020-03-03T09:44:00.350686,https://johnsoncontrols.fluidtopics.net/api/khub/maps/LtA52bZK96qUdjzuSrc3RQ,FLUIDTOPICS,55e924011676a0232a5885872370f4c2.map,Network Engine Commissioning for Modbus Vendor Integration Application Note,LtA52bZK96qUdjzuSrc3RQ,Application Note,ft:empty,fik1558435506082.ditamap,LIT-12013150,"10.1, 9.0.7",,Application Note,2020-02-28,fik1558435506082,Building Automation and Controls,Building Automation and Controls,Modbus Vendor Integration,System Integration,System Integration,Metasys,"10.1, 9.0.7",System Integration,,Modbus Vendor Integration,2020-03-03,System Integration
Overview,2020-03-03,Network Engine Commissioning for Modbus Vendor Integration Application Note> Overview,/reader/LtA52bZK96qUdjzuSrc3RQ/ZSYOm0isjBHTw8dIr7nEnQ,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,https://johnsoncontrols.fluidtopics.net/api/khub/maps/LtA52bZK96qUdjzuSrc3RQ,fik1558435506082.ditamap,fik1558435506082.ditamap,BOOK,3.7.13,en-US,2020-03-03,2020-03-03T09:44:00.350686,https://johnsoncontrols.fluidtopics.net/api/khub/maps/LtA52bZK96qUdjzuSrc3RQ,FLUIDTOPICS,55e924011676a0232a5885872370f4c2.map,Network Engine Commissioning for Modbus Vendor Integration Application Note,LtA52bZK96qUdjzuSrc3RQ,Application Note,ft:empty,fik1558435506082.ditamap,LIT-12013150,"10.1, 9.0.7",,Application Note,2020-02-28,fik1558435506082,Building Automation and Controls,Building Automation and Controls,Modbus Vendor Integration,System Integration,System Integration,Metasys,"10.1, 9.0.7",System Integration,,Modbus Vendor Integration,2020-03-03,System Integration
Related documentation,2020-03-03,Network Engine Commissioning for Modbus Vendor Integration Application Note> Introduction> Related documentation,/reader/LtA52bZK96qUdjzuSrc3RQ/ZUUJjY4~dvLIRWzxiKOGRg,LIT-12013150,Not Specified,"10.1, 9.0.7",System Integration,Modbus Vendor Integration,Building Automation and Controls,Not Specified,Application Note,Not Specified,Not Specified,Metasys,https://johnsoncontrols.fluidtopics.net/api/khub/maps/LtA52bZK96qUdjzuSrc3RQ,fik1558435506082.ditamap,fik1558435506082.ditamap,BOOK,3.7.13,en-US,2020-03-03,2020-03-03T09:44:00.350686,https://johnsoncontrols.fluidtopics.net/api/khub/maps/LtA52bZK96qUdjzuSrc3RQ,FLUIDTOPICS,55e924011676a0232a5885872370f4c2.map,Network Engine Commissioning for Modbus Vendor Integration Application Note,LtA52bZK96qUdjzuSrc3RQ,Application Note,ft:empty,fik1558435506082.ditamap,LIT-12013150,"10.1, 9.0.7",,Application Note,2020-02-28,fik1558435506082,Building Automation and Controls,Building Automation and Controls,Modbus Vendor Integration,System Integration,System Integration,Metasys,"10.1, 9.0.7",System Integration,,Modbus Vendor Integration,2020-03-03,System Integration
Summary of changes,2020-03-03,Network Engine Commissioning for Modbus Vendor Integration Application Note> Introduction> Summary of changes,/reader/LtA52bZK96qUdjzuSrc3RQ/wt4IGIJPfKbOmoMdOiyV7A,LIT-12013150,Not Specified,"10.1, 9.0.7",System Integration,Modbus Vendor Integration,Building Automation and Controls,Not Specified,Application Note,Not Specified,Not Specified,Metasys,https://johnsoncontrols.fluidtopics.net/api/khub/maps/LtA52bZK96qUdjzuSrc3RQ,fik1558435506082.ditamap,fik1558435506082.ditamap,BOOK,3.7.13,en-US,2020-03-03,2020-03-03T09:44:00.350686,https://johnsoncontrols.fluidtopics.net/api/khub/maps/LtA52bZK96qUdjzuSrc3RQ,FLUIDTOPICS,55e924011676a0232a5885872370f4c2.map,Network Engine Commissioning for Modbus Vendor Integration Application Note,LtA52bZK96qUdjzuSrc3RQ,Application Note,ft:empty,fik1558435506082.ditamap,LIT-12013150,"10.1, 9.0.7",,Application Note,2020-02-28,fik1558435506082,Building Automation and Controls,Building Automation and Controls,Modbus Vendor Integration,System Integration,System Integration,Metasys,"10.1, 9.0.7",System Integration,,Modbus Vendor Integration,2020-03-03,System Integration
Introduction,2020-03-03,Network Engine Commissioning for Modbus Vendor Integration Application Note> Introduction,/reader/LtA52bZK96qUdjzuSrc3RQ/~6_hS~NWHEVeILw_20eT1w,LIT-12013150,Not Specified,"10.1, 9.0.7",System Integration,Modbus Vendor Integration,Building Automation and Controls,Not Specified,Application Note,Not Specified,Not Specified,Metasys,https://johnsoncontrols.fluidtopics.net/api/khub/maps/LtA52bZK96qUdjzuSrc3RQ,fik1558435506082.ditamap,fik1558435506082.ditamap,BOOK,3.7.13,en-US,2020-03-03,2020-03-03T09:44:00.350686,https://johnsoncontrols.fluidtopics.net/api/khub/maps/LtA52bZK96qUdjzuSrc3RQ,FLUIDTOPICS,55e924011676a0232a5885872370f4c2.map,Network Engine Commissioning for Modbus Vendor Integration Application Note,LtA52bZK96qUdjzuSrc3RQ,Application Note,ft:empty,fik1558435506082.ditamap,LIT-12013150,"10.1, 9.0.7",,Application Note,2020-02-28,fik1558435506082,Building Automation and Controls,Building Automation and Controls,Modbus Vendor Integration,System Integration,System Integration,Metasys,"10.1, 9.0.7",System Integration,,Modbus Vendor Integration,2020-03-03,System Integration
Contact information,2020-03-03,PENN Connected C20 Gateway Catalog Page> Contact information,/reader/05xSdbqmBv4czTBsYKEzdw/BWRtTLomQ7lzqGMJvrdAdg,LIT-1901121,Not Specified,Not Specified,PENN Connected,PENN Connected C20 Gateway,Building Automation and Controls,Not Specified,Catalog Page,"RMZ1216C20-EU, RMZ1216C20-UK",Not Specified,PENN Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/05xSdbqmBv4czTBsYKEzdw,pvg1571339982090.ditamap,pvg1571339982090.ditamap,BOOK,3.7.13,en-US,2020-03-03,2020-03-03T18:28:24.498037,https://johnsoncontrols.fluidtopics.net/api/khub/maps/05xSdbqmBv4czTBsYKEzdw,FLUIDTOPICS,383f8b2a9d8b911b120a5047f48eeab7.map,PENN Connected C20 Gateway Catalog Page,05xSdbqmBv4czTBsYKEzdw,Catalog Page,PENN_html_and_pdf_exclude_test.ditaval,pvg1571339982090.ditamap,LIT-1901121,Not Specified,,Catalog Page,2019-05-24,pvg1571339982090,Building Automation and Controls,Building Automation and Controls,PENN Connected C20 Gateway,PENN Connected,PENN Connected,PENN Controls,Not Specified,PENN Connected,,PENN Connected C20 Gateway,2020-03-03,PENN Connected
Single point of contact,2020-03-03,PENN Connected C20 Gateway Catalog Page> Single point of contact,/reader/05xSdbqmBv4czTBsYKEzdw/cdxcsXwbvxMi3lF59WZJog,LIT-1901121,Not Specified,Not Specified,PENN Connected,PENN Connected C20 Gateway,Building Automation and Controls,Not Specified,Catalog Page,"RMZ1216C20-EU, RMZ1216C20-UK",Not Specified,PENN Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/05xSdbqmBv4czTBsYKEzdw,pvg1571339982090.ditamap,pvg1571339982090.ditamap,BOOK,3.7.13,en-US,2020-03-03,2020-03-03T18:28:24.498037,https://johnsoncontrols.fluidtopics.net/api/khub/maps/05xSdbqmBv4czTBsYKEzdw,FLUIDTOPICS,383f8b2a9d8b911b120a5047f48eeab7.map,PENN Connected C20 Gateway Catalog Page,05xSdbqmBv4czTBsYKEzdw,Catalog Page,PENN_html_and_pdf_exclude_test.ditaval,pvg1571339982090.ditamap,LIT-1901121,Not Specified,,Catalog Page,2019-05-24,pvg1571339982090,Building Automation and Controls,Building Automation and Controls,PENN Connected C20 Gateway,PENN Connected,PENN Connected,PENN Controls,Not Specified,PENN Connected,,PENN Connected C20 Gateway,2020-03-03,PENN Connected
Software terms,2020-03-03,PENN Connected C20 Gateway Catalog Page> Software terms,/reader/05xSdbqmBv4czTBsYKEzdw/8MChKu7aP7_3wDZIp5gxMg,LIT-1901121,Not Specified,Not Specified,PENN Connected,PENN Connected C20 Gateway,Building Automation and Controls,Not Specified,Catalog Page,"RMZ1216C20-EU, RMZ1216C20-UK",Not Specified,PENN Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/05xSdbqmBv4czTBsYKEzdw,pvg1571339982090.ditamap,pvg1571339982090.ditamap,BOOK,3.7.13,en-US,2020-03-03,2020-03-03T18:28:24.498037,https://johnsoncontrols.fluidtopics.net/api/khub/maps/05xSdbqmBv4czTBsYKEzdw,FLUIDTOPICS,383f8b2a9d8b911b120a5047f48eeab7.map,PENN Connected C20 Gateway Catalog Page,05xSdbqmBv4czTBsYKEzdw,Catalog Page,PENN_html_and_pdf_exclude_test.ditaval,pvg1571339982090.ditamap,LIT-1901121,Not Specified,,Catalog Page,2019-05-24,pvg1571339982090,Building Automation and Controls,Building Automation and Controls,PENN Connected C20 Gateway,PENN Connected,PENN Connected,PENN Controls,Not Specified,PENN Connected,,PENN Connected C20 Gateway,2020-03-03,PENN Connected
Product warranty,2020-03-03,PENN Connected C20 Gateway Catalog Page> Product warranty,/reader/05xSdbqmBv4czTBsYKEzdw/bdx4Bw9WCsC8YJBysuyFPA,LIT-1901121,Not Specified,Not Specified,PENN Connected,PENN Connected C20 Gateway,Building Automation and Controls,Not Specified,Catalog Page,"RMZ1216C20-EU, RMZ1216C20-UK",Not Specified,PENN Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/05xSdbqmBv4czTBsYKEzdw,pvg1571339982090.ditamap,pvg1571339982090.ditamap,BOOK,3.7.13,en-US,2020-03-03,2020-03-03T18:28:24.498037,https://johnsoncontrols.fluidtopics.net/api/khub/maps/05xSdbqmBv4czTBsYKEzdw,FLUIDTOPICS,383f8b2a9d8b911b120a5047f48eeab7.map,PENN Connected C20 Gateway Catalog Page,05xSdbqmBv4czTBsYKEzdw,Catalog Page,PENN_html_and_pdf_exclude_test.ditaval,pvg1571339982090.ditamap,LIT-1901121,Not Specified,,Catalog Page,2019-05-24,pvg1571339982090,Building Automation and Controls,Building Automation and Controls,PENN Connected C20 Gateway,PENN Connected,PENN Connected,PENN Controls,Not Specified,PENN Connected,,PENN Connected C20 Gateway,2020-03-03,PENN Connected
C20 Gateway technical specifications,2020-03-03,PENN Connected C20 Gateway Catalog Page> C20 Gateway technical specifications,/reader/05xSdbqmBv4czTBsYKEzdw/yqssCwZMW3yzBwlxZPufiw,LIT-1901121,Not Specified,Not Specified,PENN Connected,PENN Connected C20 Gateway,Building Automation and Controls,Not Specified,Catalog Page,"RMZ1216C20-EU, RMZ1216C20-UK",Not Specified,PENN Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/05xSdbqmBv4czTBsYKEzdw,pvg1571339982090.ditamap,pvg1571339982090.ditamap,BOOK,3.7.13,en-US,2020-03-03,2020-03-03T18:28:24.498037,https://johnsoncontrols.fluidtopics.net/api/khub/maps/05xSdbqmBv4czTBsYKEzdw,FLUIDTOPICS,383f8b2a9d8b911b120a5047f48eeab7.map,PENN Connected C20 Gateway Catalog Page,05xSdbqmBv4czTBsYKEzdw,Catalog Page,PENN_html_and_pdf_exclude_test.ditaval,pvg1571339982090.ditamap,LIT-1901121,Not Specified,,Catalog Page,2019-05-24,pvg1571339982090,Building Automation and Controls,Building Automation and Controls,PENN Connected C20 Gateway,PENN Connected,PENN Connected,PENN Controls,Not Specified,PENN Connected,,PENN Connected C20 Gateway,2020-03-03,PENN Connected
