topic_title,document_title,document_number,document_part_number,document_version,document_revision,document_type,document_lang,document_created_at,document_last_edition,document_last_publication,document_revised_modified,document_link,brand,product_category,product_code,product_series,business,maps_link,breadcrumb,product_name,product_identifier
Setting the date and time in the Site Director network engine,SNC Commissioning Guide,LIT-12013295,Not Specified,10.1,Not Specified,Not Specified,,2019-04-24,2020-03-06,2020-03-05,2020-03-06,/reader/IjjcxCOlMJes7V3NGUOOug/CyoVzByqWzAm6QROKBQjTA,Metasys,Metasys,"M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/IjjcxCOlMJes7V3NGUOOug,"SNC Commissioning Guide> Appendix: Time Zone, Date, and Time Management> Steps for successful time management> Network engine as Site Director> Setting the date and time in the Site Director network engine",SNC25150 Network Control Engine,eae3b6d905b2117052c5a20aae43cfc12d18dd44
Setting the default time zone in the site director network engine,SNC Commissioning Guide,LIT-12013295,Not Specified,10.1,Not Specified,Not Specified,,2019-04-24,2020-03-06,2020-03-05,2020-03-06,/reader/IjjcxCOlMJes7V3NGUOOug/dRX68Qj7AghJvxi4WQpZFQ,Metasys,Metasys,"M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/IjjcxCOlMJes7V3NGUOOug,"SNC Commissioning Guide> Appendix: Time Zone, Date, and Time Management> Steps for successful time management> Network engine as Site Director> Setting the default time zone in the site director network engine",SNC16120 Network Control Engine,856f6f6f3dc64c34cc27ec94dd842e0a7f743e95
Setting the default time zone in the site director network engine,SNC Commissioning Guide,LIT-12013295,Not Specified,10.1,Not Specified,Not Specified,,2019-04-24,2020-03-06,2020-03-05,2020-03-06,/reader/IjjcxCOlMJes7V3NGUOOug/dRX68Qj7AghJvxi4WQpZFQ,Metasys,Metasys,"M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/IjjcxCOlMJes7V3NGUOOug,"SNC Commissioning Guide> Appendix: Time Zone, Date, and Time Management> Steps for successful time management> Network engine as Site Director> Setting the default time zone in the site director network engine",SNC25150 Network Control Engine,eae3b6d905b2117052c5a20aae43cfc12d18dd44
Network engine as Site Director,SNC Commissioning Guide,LIT-12013295,Not Specified,10.1,Not Specified,Not Specified,,2019-04-24,2020-03-06,2020-03-05,2020-03-06,/reader/IjjcxCOlMJes7V3NGUOOug/WqpB26qj1BjGFzVk2WgK_Q,Metasys,Metasys,"M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/IjjcxCOlMJes7V3NGUOOug,"SNC Commissioning Guide> Appendix: Time Zone, Date, and Time Management> Steps for successful time management> Network engine as Site Director",SNC16120 Network Control Engine,856f6f6f3dc64c34cc27ec94dd842e0a7f743e95
Network engine as Site Director,SNC Commissioning Guide,LIT-12013295,Not Specified,10.1,Not Specified,Not Specified,,2019-04-24,2020-03-06,2020-03-05,2020-03-06,/reader/IjjcxCOlMJes7V3NGUOOug/WqpB26qj1BjGFzVk2WgK_Q,Metasys,Metasys,"M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/IjjcxCOlMJes7V3NGUOOug,"SNC Commissioning Guide> Appendix: Time Zone, Date, and Time Management> Steps for successful time management> Network engine as Site Director",SNC25150 Network Control Engine,eae3b6d905b2117052c5a20aae43cfc12d18dd44
Setting the time synchronization method,SNC Commissioning Guide,LIT-12013295,Not Specified,10.1,Not Specified,Not Specified,,2019-04-24,2020-03-06,2020-03-05,2020-03-06,/reader/IjjcxCOlMJes7V3NGUOOug/h8HviSauQScvrvZ0SDPeng,Metasys,Metasys,"M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/IjjcxCOlMJes7V3NGUOOug,"SNC Commissioning Guide> Appendix: Time Zone, Date, and Time Management> Steps for successful time management> Setting the time synchronization method",SNC16120 Network Control Engine,856f6f6f3dc64c34cc27ec94dd842e0a7f743e95
Setting the time synchronization method,SNC Commissioning Guide,LIT-12013295,Not Specified,10.1,Not Specified,Not Specified,,2019-04-24,2020-03-06,2020-03-05,2020-03-06,/reader/IjjcxCOlMJes7V3NGUOOug/h8HviSauQScvrvZ0SDPeng,Metasys,Metasys,"M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/IjjcxCOlMJes7V3NGUOOug,"SNC Commissioning Guide> Appendix: Time Zone, Date, and Time Management> Steps for successful time management> Setting the time synchronization method",SNC25150 Network Control Engine,eae3b6d905b2117052c5a20aae43cfc12d18dd44
Verifying the Site Director defined for a network engine,SNC Commissioning Guide,LIT-12013295,Not Specified,10.1,Not Specified,Not Specified,,2019-04-24,2020-03-06,2020-03-05,2020-03-06,/reader/IjjcxCOlMJes7V3NGUOOug/mabwhwH8NfhV3lWbaRLgRQ,Metasys,Metasys,"M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/IjjcxCOlMJes7V3NGUOOug,"SNC Commissioning Guide> Appendix: Time Zone, Date, and Time Management> Steps for successful time management> Verifying the Site Director defined for a network engine",SNC16120 Network Control Engine,856f6f6f3dc64c34cc27ec94dd842e0a7f743e95
Verifying the Site Director defined for a network engine,SNC Commissioning Guide,LIT-12013295,Not Specified,10.1,Not Specified,Not Specified,,2019-04-24,2020-03-06,2020-03-05,2020-03-06,/reader/IjjcxCOlMJes7V3NGUOOug/mabwhwH8NfhV3lWbaRLgRQ,Metasys,Metasys,"M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/IjjcxCOlMJes7V3NGUOOug,"SNC Commissioning Guide> Appendix: Time Zone, Date, and Time Management> Steps for successful time management> Verifying the Site Director defined for a network engine",SNC25150 Network Control Engine,eae3b6d905b2117052c5a20aae43cfc12d18dd44
Steps for successful time management,SNC Commissioning Guide,LIT-12013295,Not Specified,10.1,Not Specified,Not Specified,,2019-04-24,2020-03-06,2020-03-05,2020-03-06,/reader/IjjcxCOlMJes7V3NGUOOug/5DCzrcWknx5zwA_HNH4NGg,Metasys,Metasys,"M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/IjjcxCOlMJes7V3NGUOOug,"SNC Commissioning Guide> Appendix: Time Zone, Date, and Time Management> Steps for successful time management",SNC16120 Network Control Engine,856f6f6f3dc64c34cc27ec94dd842e0a7f743e95
Steps for successful time management,SNC Commissioning Guide,LIT-12013295,Not Specified,10.1,Not Specified,Not Specified,,2019-04-24,2020-03-06,2020-03-05,2020-03-06,/reader/IjjcxCOlMJes7V3NGUOOug/5DCzrcWknx5zwA_HNH4NGg,Metasys,Metasys,"M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/IjjcxCOlMJes7V3NGUOOug,"SNC Commissioning Guide> Appendix: Time Zone, Date, and Time Management> Steps for successful time management",SNC25150 Network Control Engine,eae3b6d905b2117052c5a20aae43cfc12d18dd44
Time in device object and user interface status bar,SNC Commissioning Guide,LIT-12013295,Not Specified,10.1,Not Specified,Not Specified,,2019-04-24,2020-03-06,2020-03-05,2020-03-06,/reader/IjjcxCOlMJes7V3NGUOOug/gK3R01ldhGh70sSc4O5YLQ,Metasys,Metasys,"M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/IjjcxCOlMJes7V3NGUOOug,"SNC Commissioning Guide> Appendix: Time Zone, Date, and Time Management> Time in device object and user interface status bar",SNC16120 Network Control Engine,856f6f6f3dc64c34cc27ec94dd842e0a7f743e95
Time in device object and user interface status bar,SNC Commissioning Guide,LIT-12013295,Not Specified,10.1,Not Specified,Not Specified,,2019-04-24,2020-03-06,2020-03-05,2020-03-06,/reader/IjjcxCOlMJes7V3NGUOOug/gK3R01ldhGh70sSc4O5YLQ,Metasys,Metasys,"M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/IjjcxCOlMJes7V3NGUOOug,"SNC Commissioning Guide> Appendix: Time Zone, Date, and Time Management> Time in device object and user interface status bar",SNC25150 Network Control Engine,eae3b6d905b2117052c5a20aae43cfc12d18dd44
Site time server,SNC Commissioning Guide,LIT-12013295,Not Specified,10.1,Not Specified,Not Specified,,2019-04-24,2020-03-06,2020-03-05,2020-03-06,/reader/IjjcxCOlMJes7V3NGUOOug/5RK27ZFghCHTlkWagjRmRQ,Metasys,Metasys,"M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/IjjcxCOlMJes7V3NGUOOug,"SNC Commissioning Guide> Appendix: Time Zone, Date, and Time Management> Site time server",SNC16120 Network Control Engine,856f6f6f3dc64c34cc27ec94dd842e0a7f743e95
Site time server,SNC Commissioning Guide,LIT-12013295,Not Specified,10.1,Not Specified,Not Specified,,2019-04-24,2020-03-06,2020-03-05,2020-03-06,/reader/IjjcxCOlMJes7V3NGUOOug/5RK27ZFghCHTlkWagjRmRQ,Metasys,Metasys,"M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/IjjcxCOlMJes7V3NGUOOug,"SNC Commissioning Guide> Appendix: Time Zone, Date, and Time Management> Site time server",SNC25150 Network Control Engine,eae3b6d905b2117052c5a20aae43cfc12d18dd44
Multiple time zones,SNC Commissioning Guide,LIT-12013295,Not Specified,10.1,Not Specified,Not Specified,,2019-04-24,2020-03-06,2020-03-05,2020-03-06,/reader/IjjcxCOlMJes7V3NGUOOug/ss_fsnC6s4XbReMUQgICpg,Metasys,Metasys,"M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/IjjcxCOlMJes7V3NGUOOug,"SNC Commissioning Guide> Appendix: Time Zone, Date, and Time Management> Multiple time zones",SNC16120 Network Control Engine,856f6f6f3dc64c34cc27ec94dd842e0a7f743e95
Multiple time zones,SNC Commissioning Guide,LIT-12013295,Not Specified,10.1,Not Specified,Not Specified,,2019-04-24,2020-03-06,2020-03-05,2020-03-06,/reader/IjjcxCOlMJes7V3NGUOOug/ss_fsnC6s4XbReMUQgICpg,Metasys,Metasys,"M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/IjjcxCOlMJes7V3NGUOOug,"SNC Commissioning Guide> Appendix: Time Zone, Date, and Time Management> Multiple time zones",SNC25150 Network Control Engine,eae3b6d905b2117052c5a20aae43cfc12d18dd44
Example network,SNC Commissioning Guide,LIT-12013295,Not Specified,10.1,Not Specified,Not Specified,,2019-04-24,2020-03-06,2020-03-05,2020-03-06,/reader/IjjcxCOlMJes7V3NGUOOug/1n5zh_lHMzeBK4_2Kzb~RA,Metasys,Metasys,"M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/IjjcxCOlMJes7V3NGUOOug,"SNC Commissioning Guide> Appendix: Time Zone, Date, and Time Management> Example network",SNC16120 Network Control Engine,856f6f6f3dc64c34cc27ec94dd842e0a7f743e95
Example network,SNC Commissioning Guide,LIT-12013295,Not Specified,10.1,Not Specified,Not Specified,,2019-04-24,2020-03-06,2020-03-05,2020-03-06,/reader/IjjcxCOlMJes7V3NGUOOug/1n5zh_lHMzeBK4_2Kzb~RA,Metasys,Metasys,"M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/IjjcxCOlMJes7V3NGUOOug,"SNC Commissioning Guide> Appendix: Time Zone, Date, and Time Management> Example network",SNC25150 Network Control Engine,eae3b6d905b2117052c5a20aae43cfc12d18dd44
BACnet time synchronization,SNC Commissioning Guide,LIT-12013295,Not Specified,10.1,Not Specified,Not Specified,,2019-04-24,2020-03-06,2020-03-05,2020-03-06,/reader/IjjcxCOlMJes7V3NGUOOug/zYRxD1AIWTqXnYXnS8q~ew,Metasys,Metasys,"M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/IjjcxCOlMJes7V3NGUOOug,"SNC Commissioning Guide> Appendix: Time Zone, Date, and Time Management> Time synchronization methods> BACnet time synchronization",SNC16120 Network Control Engine,856f6f6f3dc64c34cc27ec94dd842e0a7f743e95
BACnet time synchronization,SNC Commissioning Guide,LIT-12013295,Not Specified,10.1,Not Specified,Not Specified,,2019-04-24,2020-03-06,2020-03-05,2020-03-06,/reader/IjjcxCOlMJes7V3NGUOOug/zYRxD1AIWTqXnYXnS8q~ew,Metasys,Metasys,"M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/IjjcxCOlMJes7V3NGUOOug,"SNC Commissioning Guide> Appendix: Time Zone, Date, and Time Management> Time synchronization methods> BACnet time synchronization",SNC25150 Network Control Engine,eae3b6d905b2117052c5a20aae43cfc12d18dd44
Multicast time synchronization,SNC Commissioning Guide,LIT-12013295,Not Specified,10.1,Not Specified,Not Specified,,2019-04-24,2020-03-06,2020-03-05,2020-03-06,/reader/IjjcxCOlMJes7V3NGUOOug/2mRnev5OoWhrviLB_s5IQw,Metasys,Metasys,"M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/IjjcxCOlMJes7V3NGUOOug,"SNC Commissioning Guide> Appendix: Time Zone, Date, and Time Management> Time synchronization methods> Multicast time synchronization",SNC16120 Network Control Engine,856f6f6f3dc64c34cc27ec94dd842e0a7f743e95
Multicast time synchronization,SNC Commissioning Guide,LIT-12013295,Not Specified,10.1,Not Specified,Not Specified,,2019-04-24,2020-03-06,2020-03-05,2020-03-06,/reader/IjjcxCOlMJes7V3NGUOOug/2mRnev5OoWhrviLB_s5IQw,Metasys,Metasys,"M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/IjjcxCOlMJes7V3NGUOOug,"SNC Commissioning Guide> Appendix: Time Zone, Date, and Time Management> Time synchronization methods> Multicast time synchronization",SNC25150 Network Control Engine,eae3b6d905b2117052c5a20aae43cfc12d18dd44
Windows time synchronization,SNC Commissioning Guide,LIT-12013295,Not Specified,10.1,Not Specified,Not Specified,,2019-04-24,2020-03-06,2020-03-05,2020-03-06,/reader/IjjcxCOlMJes7V3NGUOOug/2lMrj1kH80p5fmzJwUOvXA,Metasys,Metasys,"M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/IjjcxCOlMJes7V3NGUOOug,"SNC Commissioning Guide> Appendix: Time Zone, Date, and Time Management> Time synchronization methods> Windows time synchronization",SNC16120 Network Control Engine,856f6f6f3dc64c34cc27ec94dd842e0a7f743e95
Windows time synchronization,SNC Commissioning Guide,LIT-12013295,Not Specified,10.1,Not Specified,Not Specified,,2019-04-24,2020-03-06,2020-03-05,2020-03-06,/reader/IjjcxCOlMJes7V3NGUOOug/2lMrj1kH80p5fmzJwUOvXA,Metasys,Metasys,"M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/IjjcxCOlMJes7V3NGUOOug,"SNC Commissioning Guide> Appendix: Time Zone, Date, and Time Management> Time synchronization methods> Windows time synchronization",SNC25150 Network Control Engine,eae3b6d905b2117052c5a20aae43cfc12d18dd44
Time synchronization methods,SNC Commissioning Guide,LIT-12013295,Not Specified,10.1,Not Specified,Not Specified,,2019-04-24,2020-03-06,2020-03-05,2020-03-06,/reader/IjjcxCOlMJes7V3NGUOOug/ks7GFMkG96Wj4OApZ1gDMw,Metasys,Metasys,"M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/IjjcxCOlMJes7V3NGUOOug,"SNC Commissioning Guide> Appendix: Time Zone, Date, and Time Management> Time synchronization methods",SNC16120 Network Control Engine,856f6f6f3dc64c34cc27ec94dd842e0a7f743e95
Time synchronization methods,SNC Commissioning Guide,LIT-12013295,Not Specified,10.1,Not Specified,Not Specified,,2019-04-24,2020-03-06,2020-03-05,2020-03-06,/reader/IjjcxCOlMJes7V3NGUOOug/ks7GFMkG96Wj4OApZ1gDMw,Metasys,Metasys,"M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/IjjcxCOlMJes7V3NGUOOug,"SNC Commissioning Guide> Appendix: Time Zone, Date, and Time Management> Time synchronization methods",SNC25150 Network Control Engine,eae3b6d905b2117052c5a20aae43cfc12d18dd44
Metasys Server Site Director with network engines,SNC Commissioning Guide,LIT-12013295,Not Specified,10.1,Not Specified,Not Specified,,2019-04-24,2020-03-06,2020-03-05,2020-03-06,/reader/IjjcxCOlMJes7V3NGUOOug/KY~ulLbUD0CequpYH6QzHw,Metasys,Metasys,"M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/IjjcxCOlMJes7V3NGUOOug,"SNC Commissioning Guide> Appendix: Time Zone, Date, and Time Management> Overview of time synchronization> Metasys Server Site Director with network engines",SNC16120 Network Control Engine,856f6f6f3dc64c34cc27ec94dd842e0a7f743e95
Metasys Server Site Director with network engines,SNC Commissioning Guide,LIT-12013295,Not Specified,10.1,Not Specified,Not Specified,,2019-04-24,2020-03-06,2020-03-05,2020-03-06,/reader/IjjcxCOlMJes7V3NGUOOug/KY~ulLbUD0CequpYH6QzHw,Metasys,Metasys,"M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/IjjcxCOlMJes7V3NGUOOug,"SNC Commissioning Guide> Appendix: Time Zone, Date, and Time Management> Overview of time synchronization> Metasys Server Site Director with network engines",SNC25150 Network Control Engine,eae3b6d905b2117052c5a20aae43cfc12d18dd44
Overview of time synchronization,SNC Commissioning Guide,LIT-12013295,Not Specified,10.1,Not Specified,Not Specified,,2019-04-24,2020-03-06,2020-03-05,2020-03-06,/reader/IjjcxCOlMJes7V3NGUOOug/g9aoiOtwbRlCxGjN34sXWw,Metasys,Metasys,"M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/IjjcxCOlMJes7V3NGUOOug,"SNC Commissioning Guide> Appendix: Time Zone, Date, and Time Management> Overview of time synchronization",SNC16120 Network Control Engine,856f6f6f3dc64c34cc27ec94dd842e0a7f743e95
Overview of time synchronization,SNC Commissioning Guide,LIT-12013295,Not Specified,10.1,Not Specified,Not Specified,,2019-04-24,2020-03-06,2020-03-05,2020-03-06,/reader/IjjcxCOlMJes7V3NGUOOug/g9aoiOtwbRlCxGjN34sXWw,Metasys,Metasys,"M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/IjjcxCOlMJes7V3NGUOOug,"SNC Commissioning Guide> Appendix: Time Zone, Date, and Time Management> Overview of time synchronization",SNC25150 Network Control Engine,eae3b6d905b2117052c5a20aae43cfc12d18dd44
