topic_title,document_title,document_number,document_part_number,document_version,document_revision,document_type,document_lang,document_created_at,document_last_edition,document_last_publication,document_revised_modified,document_link,brand,product_category,product_code,product_series,business,maps_link,breadcrumb,product_name,product_identifier
"YCAV, YCIV Condenser Fan Motor Fuses Blowing (SI0320)","YCAV, YCIV Condenser Fan Motor Fuses Blowing (SI0320)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/suOJtre2Y6zVWL3gamRpwQ,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YCAV,0736e6fbf05336d5da4b8291960626f4f06c20da
"YCAV, YCIV Condenser Fan Motor Fuses Blowing (SI0320)","YCAV, YCIV Condenser Fan Motor Fuses Blowing (SI0320)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/suOJtre2Y6zVWL3gamRpwQ,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YCIV Condenser Fan Motor Fuses Blowing,b0dd4196bc8d24b800f4d7b59692e52345a0e1cd
"YCAV, YCIV, YVAA, YVWA Pole Assembly Rebuild (SI0328)","YCAV, YCIV, YVAA, YVWA Pole Assembly Rebuild (SI0328)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/2frNxXS_CDW7zKu8yi9nyQ,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YVWA,90425fd09b80050fa5effd42da03bc9583315954
"YCAV, YCIV, YVWA and YVAA VSD Screw Chillers VSD Screw Chillers Identifying, Troubleshooting and Calibrating the PEEK Style Level Sensor (SI0301)","YCAV, YCIV, YVWA and YVAA VSD Screw Chillers VSD Screw Chillers Identifying, Troubleshooting and Calibrating the PEEK Style Level Sensor (SI0301)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/_x9GTX9L2Q4UdFWQ0eOBkg,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YVWA,90425fd09b80050fa5effd42da03bc9583315954
"YCAV, YCIV, YVWA and YVAA VSD Screw Chillers VSD Screw Chillers Identifying, Troubleshooting and Calibrating the PEEK Style Level Sensor (SI0301)","YCAV, YCIV, YVWA and YVAA VSD Screw Chillers VSD Screw Chillers Identifying, Troubleshooting and Calibrating the PEEK Style Level Sensor (SI0301)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/_x9GTX9L2Q4UdFWQ0eOBkg,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YVAA,cb4168b18ab7a515663fa994e7c7132c42b89bc5
YCWL0056-0156 Scroll Chillers User Input Wiring Error (SI0172),YCWL0056-0156 Scroll Chillers User Input Wiring Error (SI0172),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/Hev~~q3PmoNen2JaGH1Qqw,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YCWL0056-0156 Scroll Chillers User Input Wiring Error,318f0d97874f6a6daa5c377dd484df79e38cde38
YCWS Updated Star Delta Open Transition Starting and Closed Loop 460V/60 HZ (SI0316),YCWS Updated Star Delta Open Transition Starting and Closed Loop 460V/60 HZ (SI0316),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/sXBWqCCMkfS9TTqt27c~QQ,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YCWS Updated Star Delta Open Transition Starting and Closed Loop 460V/60 HZ,46294f195f009edb629b3a8532dd7d4305aff1be
YD Chillers (SI0097),YD Chillers (SI0097),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/O1JcXNdMw60kHYXTzdeuJg,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YD Chillers,99765328137b1000c97ea83e44b03d655e49c492
YD Chillers Microboard P/N 031-02430-001 (SI0177),YD Chillers Microboard P/N 031-02430-001 (SI0177),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/~oaNozSN0CaQHGT8G0sLlg,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YD Chillers Microboard P/N 031-02430-001,5cd057a7db88a15b664d896d44e3f6f090129742
YD Chillers Software Enhancements Effective Nov 2007 (SI0176),YD Chillers Software Enhancements Effective Nov 2007 (SI0176),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/go4AVPCT3pYiUme52Qoj8w,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YD Chillers,99765328137b1000c97ea83e44b03d655e49c492
YD Chillers Using OptiView Control Centers (SI0132),YD Chillers Using OptiView Control Centers (SI0132),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/~DcNz_u99E2vPAjqYTjRVw,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YD Chillers Using OptiView Control Centers,66c82501245c6163a8e6bd6e13ce3cd44b24f4da
YD Chillers w/Oil Reservoir Heater (SI0149),YD Chillers w/Oil Reservoir Heater (SI0149),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/cCSXIYhxXQsSx9wv0sRdTA,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YD Chillers w/Oil Reservoir Heater,d7837b7017eb1df66488edc30daffca89937bd8e
YD Software Enhancements Effective April 2003 (SI0065),YD Software Enhancements Effective April 2003 (SI0065),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/Tw4nNOHEN656QQQEy1C2Ew,YORK,Centrifugal,Not Specified,Not Specified,Chillers,None,,YD Centrifugal Liquid Chillers,0eeecd07cdffe03a35058b45b54423e0c2521f8b
YD Stall Transducers Service Information Letter (SI0403),YD Stall Transducers Service Information Letter (SI0403),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/5Ob~LeOggHqToBIhvj9UQg,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YD Stall Transducers,85addcb222b3219bee0b4466c930021c3f18a5cd
"YD, YK, YR & YT Chillers Refrigerant Level Sensor Calibration Procedure (SI0076)","YD, YK, YR & YT Chillers Refrigerant Level Sensor Calibration Procedure (SI0076)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/RaCdHeh5_EDv3_0dVv4d9w,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YR Chillers,935477948ce3ad3636655beadece241925aae5f8
YHAU Lithium Bromide Charging All YHAU Shipments to North America (SI0408),YHAU Lithium Bromide Charging All YHAU Shipments to North America (SI0408),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/N_G~kgk_Pdi_LIcO1nvkYQ,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YHAU Lithium Bromide Charging All YHAU Shipments to North America,c1cb840a9ddd090a027438ee0c46c8d8483cd016
YIA / YPC Changes in Rapture Disks on Absorption Units Service Information Letter(SI0035),YIA / YPC Changes in Rapture Disks on Absorption Units Service Information Letter(SI0035),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/yCD1rJSBjJVgHXBug7oWYQ,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YIA Absorption Chillers,b1d4ab5292166a0063f0d71ba1ca8bd230dc4b37
YIA / YPC Lithium Bromide Sample Testing Service Information Letter (SI0200),YIA / YPC Lithium Bromide Sample Testing Service Information Letter (SI0200),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/Rp2U1yHcBQF3kU86fBbjhA,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YIA Absorption Chillers,b1d4ab5292166a0063f0d71ba1ca8bd230dc4b37
YIA / YPC Torque Requirements & Procedure for Sealing Shell & Water Side Gaskets Service Information Letter (SI0205),YIA / YPC Torque Requirements & Procedure for Sealing Shell & Water Side Gaskets Service Information Letter (SI0205),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/6Nv7hJ1J4oGa79sMuip~0Q,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YIA Absorption Chillers,b1d4ab5292166a0063f0d71ba1ca8bd230dc4b37
YIA & YPC Absorption Chillers Sevice Leak Detection Procedure (SI0045),YIA & YPC Absorption Chillers Sevice Leak Detection Procedure (SI0045),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/CdRcAtiv~7D_gO0qrbfC5g,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YIA Absorption Chillers,b1d4ab5292166a0063f0d71ba1ca8bd230dc4b37
YIA & YPC Absorption Chillers Troubleshooting Leak / Solution Chemistry Related Problems (Si0044),YIA & YPC Absorption Chillers Troubleshooting Leak / Solution Chemistry Related Problems (Si0044),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/i351GIagyDhlIejZFmIwxQ,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YIA Absorption Chillers,b1d4ab5292166a0063f0d71ba1ca8bd230dc4b37
YIA Absorption Chiller Special Start-Up Instructions for Mix-Match Units (SI0267),YIA Absorption Chiller Special Start-Up Instructions for Mix-Match Units (SI0267),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/lBEWpVyd4yKhLHTuR2MwXg,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YIA Absorption Chillers,b1d4ab5292166a0063f0d71ba1ca8bd230dc4b37
YIA Absorption Chillers Adjusting and Calibrating (SI0100),YIA Absorption Chillers Adjusting and Calibrating (SI0100),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/GeS5Fsf10ySHWq~hpemfXQ,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YIA Absorption Chillers,b1d4ab5292166a0063f0d71ba1ca8bd230dc4b37
YIA Absorption Chillers Uint Nomenclature (SI0134),YIA Absorption Chillers Uint Nomenclature (SI0134),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/aF0HRCRm9czNzpoVLFPuYg,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YIA Absorption Chillers,b1d4ab5292166a0063f0d71ba1ca8bd230dc4b37
YIA Checking Single Stage Solenoid Valves for Leakage Service Information Letter (SI0042),YIA Checking Single Stage Solenoid Valves for Leakage Service Information Letter (SI0042),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/mwy00ectQdtex5pVWqEFeg,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YIA Absorption Chillers,b1d4ab5292166a0063f0d71ba1ca8bd230dc4b37
YIA Chromated Solution Availability Service Information Letter (SI0133),YIA Chromated Solution Availability Service Information Letter (SI0133),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/GZlXEot3OpMwYe8KfTixnQ,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YIA Absorption Chillers,b1d4ab5292166a0063f0d71ba1ca8bd230dc4b37
"YIA Mod D Absorption Units, Software Update for YIA Mod D OptiView Service Information (SI0260)","YIA Mod D Absorption Units, Software Update for YIA Mod D OptiView Service Information (SI0260)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/gc_CloDKH6fqvz00PuIoFg,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YIA Absorption Chillers,b1d4ab5292166a0063f0d71ba1ca8bd230dc4b37
YIA Single Stage Absorption Units Strong Solution Overflow into Automatic De-crystallization (ADC) System J Tube (SI0307),YIA Single Stage Absorption Units Strong Solution Overflow into Automatic De-crystallization (ADC) System J Tube (SI0307),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/t5DpDjUqUWUCh_ORN1~EhQ,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YIA Absorption Chillers,b1d4ab5292166a0063f0d71ba1ca8bd230dc4b37
"YIA, YPC, YHAU Leak Detection “Sniff Test” Service Information Letter (SI0394)","YIA, YPC, YHAU Leak Detection “Sniff Test” Service Information Letter (SI0394)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/j3w59MfGFQChj15c3UcurA,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YIA Absorption Chillers,b1d4ab5292166a0063f0d71ba1ca8bd230dc4b37
YK / YT VSD Retrofit (SI0026),YK / YT VSD Retrofit (SI0026),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/kOgFcBrOJO0ryNwgMtdKHA,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YK / YT VSD Retrofit,e9c6046d4a0a925f843208f5f416b3398d3f3376
YK & YD Chillers with Variable Geometry Diffuser (SI0169),YK & YD Chillers with Variable Geometry Diffuser (SI0169),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/71XiY5WT0sZhzANMK4Mq_A,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YK and YD Chillers with Variable Geometry Diffuser,cebd9591bb949e8787a7e7cd6ada7365c88327fb
YK & YD Wiring - Replacement Stall Pressure Transducer on Units with Variable Geometry Diffuser (SI0110),YK & YD Wiring - Replacement Stall Pressure Transducer on Units with Variable Geometry Diffuser (SI0110),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/DOOp~ItFpFGtU_Q~P7Omaw,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YK and YD Wiring - Replacement Stall Pressure Transducer on Units with Variable Geometry Diffuser,9cdc9c6941d953178531d9ca758c2a7a3068f681
YK & YT Chillers with OptiView (SI0068),YK & YT Chillers with OptiView (SI0068),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/_GA9MUZ6wjt0by5uFyiIxw,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YK and YT Chillers with OptiView,4db6f923f21526a6dd4de36b1d165c566330aa84
YK Centrifugal Chillers - Software Enhancements (V23) (SI0252),YK Centrifugal Chillers - Software Enhancements (V23) (SI0252),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/Newok_K4WEOk5Ute85IAgw,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YK Centrifugal Liquid Chillers -,c675ef2af1217938f0920b75eedef9f35578fe2b
YK Centrifugal Chillers - Software Enhancements (Ver 18) (SI0186),YK Centrifugal Chillers - Software Enhancements (Ver 18) (SI0186),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/~d_X2yGhSilAnq773YrnvQ,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YK Centrifugal Liquid Chillers -,c675ef2af1217938f0920b75eedef9f35578fe2b
YK Chiller Software Enchancements - Vers 19 (SI0201),YK Chiller Software Enchancements - Vers 19 (SI0201),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/Jyf5w6nbRqyLz20lZwXh5w,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YK Chillers Software Enchancements - Vers 19,333264cd95298ed836dcadba2743438c332d016f
YK Chiller Software Enhancements (Ver 16) (SI0164),YK Chiller Software Enhancements (Ver 16) (SI0164),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/yWOn4~gVyL5UPUY2XKttUw,YORK,Centrifugal,Not Specified,Not Specified,Chillers,None,,YK Centrifugal Liquid Chillers,bf41da49e5ab4c76189ad8a2e306767b3364d74f
YK Chiller Software Enhancements Effective October 2006 (SI0158),YK Chiller Software Enhancements Effective October 2006 (SI0158),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/Xcahjtykqg4E_fylKx4tPw,YORK,Centrifugal,Not Specified,Not Specified,Chillers,None,,YK Centrifugal Liquid Chillers,bf41da49e5ab4c76189ad8a2e306767b3364d74f
YK Chiller Two Piece Promixity Probe (SI0142),YK Chiller Two Piece Promixity Probe (SI0142),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/iPmE5IsUgYJXA4Jr2N2JOg,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YK Chillers Two Piece Promixity Probe,5b1ea1f35f6dd529054a52ad41879e0e3f3666e3
YK Chiller with OptiView Control Panel Software Enhancement Effective May 2013 (SI0271),YK Chiller with OptiView Control Panel Software Enhancement Effective May 2013 (SI0271),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/tVD6AZ_DJoSola3S4Q6xTg,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YK Chillers with OptiView Control Panel Software Enhancement Effective May 2013,4aeeb43af04ef6b212e9556a39ee658d93ceb185
YK Chillers - Error in Displaying Input Filter Power for VSD w/Harmonic Filter (SI0190),YK Chillers - Error in Displaying Input Filter Power for VSD w/Harmonic Filter (SI0190),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/iDhA8yigdvy~BG5zJ82Taw,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YK Chillers - Error in Displaying Input Filter Power for VSD w/Harmonic Filter,1ecfd319052046facd2f77c1a3ce0e53c533339e
YK Chillers Improper Calculation of the 105% Overload Timer (SI0188),YK Chillers Improper Calculation of the 105% Overload Timer (SI0188),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/GTZhUhsDkssUoOTkFLo6bQ,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YK Chillers Improper Calculation of the 105% Overload Timer,eb6f6bb046c6d9064905e96211477418edc262ea
YK Chillers SC-EQ Firmware 3.1.0.10 Service Information Letter (SI0381),YK Chillers SC-EQ Firmware 3.1.0.10 Service Information Letter (SI0381),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/JKWoaW8AAJ9gIpiBk0vi8A,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YK Chillers SC-EQ Firmware 3.1.0.10,7f7cc463a426f82349e9bf843a5581314b44a965
"YK High Speed Forward Thrust (029-20896-002, 029-20900-002) and Journal Bearing (064-48207-000, 064-48208-000) Design Change Service Information (SI0243)","YK High Speed Forward Thrust (029-20896-002, 029-20900-002) and Journal Bearing (064-48207-000, 064-48208-000) Design Change Service Information (SI0243)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/6tWOZ6OX_n4wWBZ9adnbeA,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YK High Speed Forward Thrust 029-20896-002,6475c3ec9a9de3eb81b1f827b3cc2c2e8e645906
"YK High Speed Forward Thrust (029-20896-002, 029-20900-002) and Journal Bearing (064-48207-000, 064-48208-000) Design Change Service Information (SI0243)","YK High Speed Forward Thrust (029-20896-002, 029-20900-002) and Journal Bearing (064-48207-000, 064-48208-000) Design Change Service Information (SI0243)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/6tWOZ6OX_n4wWBZ9adnbeA,YORK,Not Specified,Not Specified,Not Specified,Not Specified,None,,YK,c33ae0ff950bcb3a9d97738cb18b6924fe657123
